len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OTOKEN_perfect; pattern type: l0
len(selected_patterns):528; curr precision: 0.8811; curr recall: 0.5852; curr f1: 0.7033; curr tp: 63879; curr fp: 8618; curr fn: 45272; curr tn: 1554560; precision of pattern: 0.6122; tp, abs. recall of pattern: 131; pattern: _OTOKEN_died; pattern type: l0
len(selected_patterns):529; curr precision: 0.8808; curr recall: 0.5856; curr f1: 0.7035; curr tp: 63922; curr fp: 8654; curr fn: 45229; curr tn: 1554524; precision of pattern: 0.6; tp, abs. recall of pattern: 43; pattern: _OTOKEN_constant; pattern type: l0
len(selected_patterns):530; curr precision: 0.8804; curr recall: 0.586; curr f1: 0.7036; curr tp: 63960; curr fp: 8688; curr fn: 45191; curr tn: 1554490; precision of pattern: 0.6; tp, abs. recall of pattern: 38; pattern: _OTOKEN_failure; pattern type: l0
len(selected_patterns):531; curr precision: 0.8804; curr recall: 0.5862; curr f1: 0.7038; curr tp: 63986; curr fp: 8696; curr fn: 45165; curr tn: 1554482; precision of pattern: 0.6; tp, abs. recall of pattern: 26; pattern: _OTOKEN_dependable; pattern type: l0
len(selected_patterns):532; curr precision: 0.8803; curr recall: 0.5864; curr f1: 0.7039; curr tp: 64010; curr fp: 8700; curr fn: 45141; curr tn: 1554478; precision of pattern: 0.6; tp, abs. recall of pattern: 24; pattern: _OTOKEN_essential; pattern type: l0
len(selected_patterns):533; curr precision: 0.8803; curr recall: 0.5866; curr f1: 0.704; curr tp: 64029; curr fp: 8710; curr fn: 45122; curr tn: 1554468; precision of pattern: 0.6; tp, abs. recall of pattern: 19; pattern: _OTOKEN_prompt; pattern type: l0
len(selected_patterns):534; curr precision: 0.8801; curr recall: 0.5868; curr f1: 0.7041; curr tp: 64045; curr fp: 8723; curr fn: 45106; curr tn: 1554455; precision of pattern: 0.6; tp, abs. recall of pattern: 16; pattern: _OTOKEN_sticking; pattern type: l0
len(selected_patterns):535; curr precision: 0.88; curr recall: 0.5869; curr f1: 0.7042; curr tp: 64061; curr fp: 8739; curr fn: 45090; curr tn: 1554439; precision of pattern: 0.6; tp, abs. recall of pattern: 16; pattern: _OTOKEN_detailed; pattern type: l0
len(selected_patterns):536; curr precision: 0.8799; curr recall: 0.587; curr f1: 0.7042; curr tp: 64075; curr fp: 8744; curr fn: 45076; curr tn: 1554434; precision of pattern: 0.6; tp, abs. recall of pattern: 14; pattern: _OTOKEN_loses; pattern type: l0
len(selected_patterns):537; curr precision: 0.8799; curr recall: 0.5871; curr f1: 0.7043; curr tp: 64088; curr fp: 8747; curr fn: 45063; curr tn: 1554431; precision of pattern: 0.6; tp, abs. recall of pattern: 13; pattern: _OTOKEN_vary; pattern type: l0
len(selected_patterns):538; curr precision: 0.8799; curr recall: 0.5873; curr f1: 0.7044; curr tp: 64100; curr fp: 8748; curr fn: 45051; curr tn: 1554430; precision of pattern: 0.6; tp, abs. recall of pattern: 12; pattern: _OTOKEN_intermittent; pattern type: l0
len(selected_patterns):539; curr precision: 0.8746; curr recall: 0.5958; curr f1: 0.7087; curr tp: 65028; curr fp: 9327; curr fn: 44123; curr tn: 1553851; precision of pattern: 0.5894; tp, abs. recall of pattern: 928; pattern: _OTOKEN_small; pattern type: l0
len(selected_patterns):540; curr precision: 0.8728; curr recall: 0.5972; curr f1: 0.7092; curr tp: 65190; curr fp: 9499; curr fn: 43961; curr tn: 1553679; precision of pattern: 0.5867; tp, abs. recall of pattern: 162; pattern: _OTOKEN_replaced; pattern type: l0
len(selected_patterns):541; curr precision: 0.8719; curr recall: 0.5984; curr f1: 0.7097; curr tp: 65315; curr fp: 9598; curr fn: 43836; curr tn: 1553580; precision of pattern: 0.5946; tp, abs. recall of pattern: 125; pattern: _OTOKEN_important; pattern type: l0
len(selected_patterns):542; curr precision: 0.8717; curr recall: 0.5987; curr f1: 0.7099; curr tp: 65351; curr fp: 9617; curr fn: 43800; curr tn: 1553561; precision of pattern: 0.5882; tp, abs. recall of pattern: 36; pattern: _OTOKEN_flaws; pattern type: l0
len(selected_patterns):543; curr precision: 0.8614; curr recall: 0.6136; curr f1: 0.7167; curr tp: 66977; curr fp: 10781; curr fn: 42174; curr tn: 1552397; precision of pattern: 0.5789; tp, abs. recall of pattern: 1626; pattern: _OTOKEN_well; pattern type: l0
len(selected_patterns):544; curr precision: 0.8606; curr recall: 0.615; curr f1: 0.7174; curr tp: 67131; curr fp: 10873; curr fn: 42020; curr tn: 1552305; precision of pattern: 0.5778; tp, abs. recall of pattern: 154; pattern: _OTOKEN_minor; pattern type: l0
len(selected_patterns):545; curr precision: 0.8602; curr recall: 0.6154; curr f1: 0.7175; curr tp: 67175; curr fp: 10919; curr fn: 41976; curr tn: 1552259; precision of pattern: 0.5789; tp, abs. recall of pattern: 44; pattern: _OTOKEN_careful; pattern type: l0
len(selected_patterns):546; curr precision: 0.8599; curr recall: 0.6157; curr f1: 0.7176; curr tp: 67207; curr fp: 10952; curr fn: 41944; curr tn: 1552226; precision of pattern: 0.5833; tp, abs. recall of pattern: 32; pattern: _OTOKEN_solved; pattern type: l0
len(selected_patterns):547; curr precision: 0.8597; curr recall: 0.6159; curr f1: 0.7177; curr tp: 67230; curr fp: 10972; curr fn: 41921; curr tn: 1552206; precision of pattern: 0.5789; tp, abs. recall of pattern: 23; pattern: _OTOKEN_expired; pattern type: l0
len(selected_patterns):548; curr precision: 0.8527; curr recall: 0.6253; curr f1: 0.7215; curr tp: 68250; curr fp: 11786; curr fn: 40901; curr tn: 1551392; precision of pattern: 0.5731; tp, abs. recall of pattern: 1020; pattern: _OTOKEN_problem; pattern type: l0
len(selected_patterns):549; curr precision: 0.8474; curr recall: 0.6335; curr f1: 0.725; curr tp: 69144; curr fp: 12448; curr fn: 40007; curr tn: 1550730; precision of pattern: 0.5668; tp, abs. recall of pattern: 894; pattern: _OTOKEN_light; pattern type: l0
len(selected_patterns):550; curr precision: 0.8458; curr recall: 0.6354; curr f1: 0.7256; curr tp: 69351; curr fp: 12644; curr fn: 39800; curr tn: 1550534; precision of pattern: 0.5673; tp, abs. recall of pattern: 207; pattern: _OTOKEN_longer; pattern type: l0
len(selected_patterns):551; curr precision: 0.8446; curr recall: 0.6366; curr f1: 0.726; curr tp: 69482; curr fp: 12789; curr fn: 39669; curr tn: 1550389; precision of pattern: 0.5714; tp, abs. recall of pattern: 131; pattern: _OTOKEN_short; pattern type: l0
len(selected_patterns):552; curr precision: 0.8442; curr recall: 0.6371; curr f1: 0.7262; curr tp: 69545; curr fp: 12837; curr fn: 39606; curr tn: 1550341; precision of pattern: 0.5667; tp, abs. recall of pattern: 63; pattern: _OTOKEN_forever; pattern type: l0
len(selected_patterns):553; curr precision: 0.8438; curr recall: 0.6375; curr f1: 0.7263; curr tp: 69585; curr fp: 12877; curr fn: 39566; curr tn: 1550301; precision of pattern: 0.5652; tp, abs. recall of pattern: 40; pattern: _OTOKEN_freeze; pattern type: l0
len(selected_patterns):554; curr precision: 0.8438; curr recall: 0.6378; curr f1: 0.7265; curr tp: 69617; curr fp: 12884; curr fn: 39534; curr tn: 1550294; precision of pattern: 0.5714; tp, abs. recall of pattern: 32; pattern: _OTOKEN_messed; pattern type: l0
len(selected_patterns):555; curr precision: 0.8436; curr recall: 0.6381; curr f1: 0.7266; curr tp: 69649; curr fp: 12915; curr fn: 39502; curr tn: 1550263; precision of pattern: 0.5714; tp, abs. recall of pattern: 32; pattern: _OTOKEN_lose; pattern type: l0
len(selected_patterns):556; curr precision: 0.8435; curr recall: 0.6384; curr f1: 0.7267; curr tp: 69679; curr fp: 12929; curr fn: 39472; curr tn: 1550249; precision of pattern: 0.5714; tp, abs. recall of pattern: 30; pattern: _OTOKEN_falling; pattern type: l0
len(selected_patterns):557; curr precision: 0.8432; curr recall: 0.6386; curr f1: 0.7268; curr tp: 69707; curr fp: 12959; curr fn: 39444; curr tn: 1550219; precision of pattern: 0.5714; tp, abs. recall of pattern: 28; pattern: _OTOKEN_steal; pattern type: l0
len(selected_patterns):558; curr precision: 0.843; curr recall: 0.6389; curr f1: 0.7269; curr tp: 69734; curr fp: 12990; curr fn: 39417; curr tn: 1550188; precision of pattern: 0.5714; tp, abs. recall of pattern: 27; pattern: _OTOKEN_supported; pattern type: l0
len(selected_patterns):559; curr precision: 0.8422; curr recall: 0.64; curr f1: 0.7273; curr tp: 69859; curr fp: 13092; curr fn: 39292; curr tn: 1550086; precision of pattern: 0.5556; tp, abs. recall of pattern: 125; pattern: _OTOKEN_glossy; pattern type: l0
len(selected_patterns):560; curr precision: 0.8414; curr recall: 0.6408; curr f1: 0.7276; curr tp: 69949; curr fp: 13184; curr fn: 39202; curr tn: 1549994; precision of pattern: 0.56; tp, abs. recall of pattern: 90; pattern: _OTOKEN_prefer; pattern type: l0
len(selected_patterns):561; curr precision: 0.8414; curr recall: 0.6412; curr f1: 0.7278; curr tp: 69992; curr fp: 13196; curr fn: 39159; curr tn: 1549982; precision of pattern: 0.5556; tp, abs. recall of pattern: 43; pattern: _OTOKEN_bonus; pattern type: l0
len(selected_patterns):562; curr precision: 0.8412; curr recall: 0.6416; curr f1: 0.728; curr tp: 70034; curr fp: 13220; curr fn: 39117; curr tn: 1549958; precision of pattern: 0.5625; tp, abs. recall of pattern: 42; pattern: _OTOKEN_defect; pattern type: l0
len(selected_patterns):563; curr precision: 0.8409; curr recall: 0.6419; curr f1: 0.7281; curr tp: 70068; curr fp: 13257; curr fn: 39083; curr tn: 1549921; precision of pattern: 0.5625; tp, abs. recall of pattern: 34; pattern: _OTOKEN_smart; pattern type: l0
len(selected_patterns):564; curr precision: 0.8405; curr recall: 0.6422; curr f1: 0.7281; curr tp: 70096; curr fp: 13300; curr fn: 39055; curr tn: 1549878; precision of pattern: 0.5556; tp, abs. recall of pattern: 28; pattern: _OTOKEN_obvious; pattern type: l0
len(selected_patterns):565; curr precision: 0.8403; curr recall: 0.6424; curr f1: 0.7281; curr tp: 70116; curr fp: 13322; curr fn: 39035; curr tn: 1549856; precision of pattern: 0.5556; tp, abs. recall of pattern: 20; pattern: _OTOKEN_dropping; pattern type: l0
len(selected_patterns):566; curr precision: 0.8393; curr recall: 0.6447; curr f1: 0.7292; curr tp: 70374; curr fp: 13479; curr fn: 38777; curr tn: 1549699; precision of pattern: 0.5422; tp, abs. recall of pattern: 258; pattern: _OTOKEN_lightweight; pattern type: l0
len(selected_patterns):567; curr precision: 0.8388; curr recall: 0.6459; curr f1: 0.7298; curr tp: 70498; curr fp: 13546; curr fn: 38653; curr tn: 1549632; precision of pattern: 0.54; tp, abs. recall of pattern: 124; pattern: _OTOKEN_hate; pattern type: l0
len(selected_patterns):568; curr precision: 0.8385; curr recall: 0.6466; curr f1: 0.7301; curr tp: 70572; curr fp: 13588; curr fn: 38579; curr tn: 1549590; precision of pattern: 0.5417; tp, abs. recall of pattern: 74; pattern: _OTOKEN_crashed; pattern type: l0
len(selected_patterns):569; curr precision: 0.8385; curr recall: 0.6468; curr f1: 0.7303; curr tp: 70599; curr fp: 13596; curr fn: 38552; curr tn: 1549582; precision of pattern: 0.5385; tp, abs. recall of pattern: 27; pattern: _OTOKEN_stops; pattern type: l0
len(selected_patterns):570; curr precision: 0.8385; curr recall: 0.6473; curr f1: 0.7306; curr tp: 70650; curr fp: 13608; curr fn: 38501; curr tn: 1549570; precision of pattern: 0.5333; tp, abs. recall of pattern: 51; pattern: _OTOKEN_fastest; pattern type: l0
len(selected_patterns):571; curr precision: 0.8384; curr recall: 0.6474; curr f1: 0.7306; curr tp: 70663; curr fp: 13621; curr fn: 38488; curr tn: 1549557; precision of pattern: 0.5333; tp, abs. recall of pattern: 13; pattern: _OTOKEN_recomend; pattern type: l0
len(selected_patterns):572; curr precision: 0.8364; curr recall: 0.6509; curr f1: 0.7321; curr tp: 71050; curr fp: 13898; curr fn: 38101; curr tn: 1549280; precision of pattern: 0.5208; tp, abs. recall of pattern: 387; pattern: _OTOKEN_easily; pattern type: l0
len(selected_patterns):573; curr precision: 0.8359; curr recall: 0.6515; curr f1: 0.7322; curr tp: 71108; curr fp: 13962; curr fn: 38043; curr tn: 1549216; precision of pattern: 0.5172; tp, abs. recall of pattern: 58; pattern: _OTOKEN_favorite; pattern type: l0
len(selected_patterns):574; curr precision: 0.8353; curr recall: 0.6519; curr f1: 0.7323; curr tp: 71153; curr fp: 14033; curr fn: 37998; curr tn: 1549145; precision of pattern: 0.5238; tp, abs. recall of pattern: 45; pattern: _OTOKEN_changed; pattern type: l0
len(selected_patterns):575; curr precision: 0.8339; curr recall: 0.653; curr f1: 0.7324; curr tp: 71272; curr fp: 14201; curr fn: 37879; curr tn: 1548977; precision of pattern: 0.5135; tp, abs. recall of pattern: 119; pattern: _OTOKEN_huge; pattern type: l0
len(selected_patterns):576; curr precision: 0.8331; curr recall: 0.6539; curr f1: 0.7327; curr tp: 71378; curr fp: 14300; curr fn: 37773; curr tn: 1548878; precision of pattern: 0.5094; tp, abs. recall of pattern: 106; pattern: _OTOKEN_recommended; pattern type: l0
len(selected_patterns):577; curr precision: 0.8316; curr recall: 0.6556; curr f1: 0.7332; curr tp: 71557; curr fp: 14487; curr fn: 37594; curr tn: 1548691; precision of pattern: 0.5; tp, abs. recall of pattern: 179; pattern: _OTOKEN_wrong; pattern type: l0
len(selected_patterns):578; curr precision: 0.8314; curr recall: 0.6561; curr f1: 0.7334; curr tp: 71612; curr fp: 14526; curr fn: 37539; curr tn: 1548652; precision of pattern: 0.5; tp, abs. recall of pattern: 55; pattern: _OTOKEN_necessary; pattern type: l0
len(selected_patterns):579; curr precision: 0.8314; curr recall: 0.6563; curr f1: 0.7336; curr tp: 71638; curr fp: 14529; curr fn: 37513; curr tn: 1548649; precision of pattern: 0.5; tp, abs. recall of pattern: 26; pattern: _OTOKEN_natural; pattern type: l0
len(selected_patterns):580; curr precision: 0.8314; curr recall: 0.6565; curr f1: 0.7337; curr tp: 71660; curr fp: 14533; curr fn: 37491; curr tn: 1548645; precision of pattern: 0.5; tp, abs. recall of pattern: 22; pattern: _OTOKEN_suitable; pattern type: l0
len(selected_patterns):581; curr precision: 0.8313; curr recall: 0.6567; curr f1: 0.7337; curr tp: 71681; curr fp: 14551; curr fn: 37470; curr tn: 1548627; precision of pattern: 0.5; tp, abs. recall of pattern: 21; pattern: _OTOKEN_scratched; pattern type: l0
len(selected_patterns):582; curr precision: 0.8312; curr recall: 0.6569; curr f1: 0.7338; curr tp: 71701; curr fp: 14564; curr fn: 37450; curr tn: 1548614; precision of pattern: 0.5; tp, abs. recall of pattern: 20; pattern: _OTOKEN_spaced; pattern type: l0
len(selected_patterns):583; curr precision: 0.8312; curr recall: 0.6571; curr f1: 0.7339; curr tp: 71720; curr fp: 14567; curr fn: 37431; curr tn: 1548611; precision of pattern: 0.5; tp, abs. recall of pattern: 19; pattern: _OTOKEN_expandable; pattern type: l0
len(selected_patterns):584; curr precision: 0.8312; curr recall: 0.6572; curr f1: 0.7341; curr tp: 71738; curr fp: 14568; curr fn: 37413; curr tn: 1548610; precision of pattern: 0.5; tp, abs. recall of pattern: 18; pattern: _OTOKEN_generous; pattern type: l0
len(selected_patterns):585; curr precision: 0.8312; curr recall: 0.6574; curr f1: 0.7342; curr tp: 71756; curr fp: 14572; curr fn: 37395; curr tn: 1548606; precision of pattern: 0.5; tp, abs. recall of pattern: 18; pattern: _OTOKEN_substantial; pattern type: l0
len(selected_patterns):586; curr precision: 0.8312; curr recall: 0.6575; curr f1: 0.7342; curr tp: 71772; curr fp: 14577; curr fn: 37379; curr tn: 1548601; precision of pattern: 0.5; tp, abs. recall of pattern: 16; pattern: _OTOKEN_disconnect; pattern type: l0
len(selected_patterns):587; curr precision: 0.8312; curr recall: 0.6577; curr f1: 0.7343; curr tp: 71787; curr fp: 14581; curr fn: 37364; curr tn: 1548597; precision of pattern: 0.5; tp, abs. recall of pattern: 15; pattern: _OTOKEN_worthwhile; pattern type: l0
len(selected_patterns):588; curr precision: 0.8312; curr recall: 0.6578; curr f1: 0.7344; curr tp: 71802; curr fp: 14582; curr fn: 37349; curr tn: 1548596; precision of pattern: 0.5; tp, abs. recall of pattern: 15; pattern: _OTOKEN_precise; pattern type: l0
len(selected_patterns):589; curr precision: 0.8312; curr recall: 0.658; curr f1: 0.7345; curr tp: 71816; curr fp: 14588; curr fn: 37335; curr tn: 1548590; precision of pattern: 0.5; tp, abs. recall of pattern: 14; pattern: _OTOKEN_confused; pattern type: l0
len(selected_patterns):590; curr precision: 0.8311; curr recall: 0.6581; curr f1: 0.7345; curr tp: 71829; curr fp: 14600; curr fn: 37322; curr tn: 1548578; precision of pattern: 0.5; tp, abs. recall of pattern: 13; pattern: _OTOKEN_limitation; pattern type: l0
len(selected_patterns):591; curr precision: 0.8309; curr recall: 0.6582; curr f1: 0.7345; curr tp: 71842; curr fp: 14619; curr fn: 37309; curr tn: 1548559; precision of pattern: 0.5; tp, abs. recall of pattern: 13; pattern: _OTOKEN_breaks; pattern type: l0
len(selected_patterns):592; curr precision: 0.8309; curr recall: 0.6583; curr f1: 0.7346; curr tp: 71854; curr fp: 14622; curr fn: 37297; curr tn: 1548556; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_absence; pattern type: l0
len(selected_patterns):593; curr precision: 0.8308; curr recall: 0.6584; curr f1: 0.7346; curr tp: 71866; curr fp: 14640; curr fn: 37285; curr tn: 1548538; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_sacrifice; pattern type: l0
len(selected_patterns):594; curr precision: 0.8306; curr recall: 0.6585; curr f1: 0.7346; curr tp: 71878; curr fp: 14658; curr fn: 37273; curr tn: 1548520; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_dying; pattern type: l0
len(selected_patterns):595; curr precision: 0.8305; curr recall: 0.6586; curr f1: 0.7346; curr tp: 71890; curr fp: 14676; curr fn: 37261; curr tn: 1548502; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_frozen; pattern type: l0
len(selected_patterns):596; curr precision: 0.8305; curr recall: 0.6587; curr f1: 0.7347; curr tp: 71901; curr fp: 14678; curr fn: 37250; curr tn: 1548500; precision of pattern: 0.5; tp, abs. recall of pattern: 11; pattern: _OTOKEN_fewer; pattern type: l0
len(selected_patterns):597; curr precision: 0.8305; curr recall: 0.6588; curr f1: 0.7348; curr tp: 71911; curr fp: 14679; curr fn: 37240; curr tn: 1548499; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_valuable; pattern type: l0
len(selected_patterns):598; curr precision: 0.8305; curr recall: 0.6589; curr f1: 0.7348; curr tp: 71921; curr fp: 14681; curr fn: 37230; curr tn: 1548497; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_nifty; pattern type: l0
len(selected_patterns):599; curr precision: 0.8304; curr recall: 0.659; curr f1: 0.7348; curr tp: 71931; curr fp: 14696; curr fn: 37220; curr tn: 1548482; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_full-size; pattern type: l0
len(selected_patterns):600; curr precision: 0.8145; curr recall: 0.6793; curr f1: 0.7408; curr tp: 74149; curr fp: 16892; curr fn: 35002; curr tn: 1546286; precision of pattern: 0.4943; tp, abs. recall of pattern: 2218; pattern: _OTOKEN_no; pattern type: l0
len(selected_patterns):601; curr precision: 0.811; curr recall: 0.6844; curr f1: 0.7423; curr tp: 74701; curr fp: 17404; curr fn: 34450; curr tn: 1545774; precision of pattern: 0.4919; tp, abs. recall of pattern: 552; pattern: _OTOKEN_issue; pattern type: l0
len(selected_patterns):602; curr precision: 0.8102; curr recall: 0.6853; curr f1: 0.7425; curr tp: 74802; curr fp: 17521; curr fn: 34349; curr tn: 1545657; precision of pattern: 0.4872; tp, abs. recall of pattern: 101; pattern: _OTOKEN_complaint; pattern type: l0
len(selected_patterns):603; curr precision: 0.8084; curr recall: 0.6878; curr f1: 0.7432; curr tp: 75072; curr fp: 17798; curr fn: 34079; curr tn: 1545380; precision of pattern: 0.4732; tp, abs. recall of pattern: 270; pattern: _OTOKEN_different; pattern type: l0
len(selected_patterns):604; curr precision: 0.8077; curr recall: 0.6884; curr f1: 0.7433; curr tp: 75140; curr fp: 17891; curr fn: 34011; curr tn: 1545287; precision of pattern: 0.4667; tp, abs. recall of pattern: 68; pattern: _OTOKEN_inexpensive; pattern type: l0
len(selected_patterns):605; curr precision: 0.8074; curr recall: 0.6888; curr f1: 0.7434; curr tp: 75180; curr fp: 17933; curr fn: 33971; curr tn: 1545245; precision of pattern: 0.4706; tp, abs. recall of pattern: 40; pattern: _OTOKEN_randomly; pattern type: l0
len(selected_patterns):606; curr precision: 0.8072; curr recall: 0.689; curr f1: 0.7434; curr tp: 75203; curr fp: 17962; curr fn: 33948; curr tn: 1545216; precision of pattern: 0.4667; tp, abs. recall of pattern: 23; pattern: _OTOKEN_safe; pattern type: l0
len(selected_patterns):607; curr precision: 0.8035; curr recall: 0.6919; curr f1: 0.7435; curr tp: 75519; curr fp: 18472; curr fn: 33632; curr tn: 1544706; precision of pattern: 0.4608; tp, abs. recall of pattern: 316; pattern: _OTOKEN_big; pattern type: l0
len(selected_patterns):608; curr precision: 0.8033; curr recall: 0.6923; curr f1: 0.7437; curr tp: 75569; curr fp: 18506; curr fn: 33582; curr tn: 1544672; precision of pattern: 0.4615; tp, abs. recall of pattern: 50; pattern: _OTOKEN_correct; pattern type: l0
len(selected_patterns):609; curr precision: 0.803; curr recall: 0.6926; curr f1: 0.7437; curr tp: 75599; curr fp: 18549; curr fn: 33552; curr tn: 1544629; precision of pattern: 0.4615; tp, abs. recall of pattern: 30; pattern: _OTOKEN_minimum; pattern type: l0
len(selected_patterns):610; curr precision: 0.8028; curr recall: 0.6929; curr f1: 0.7438; curr tp: 75628; curr fp: 18574; curr fn: 33523; curr tn: 1544604; precision of pattern: 0.4615; tp, abs. recall of pattern: 29; pattern: _OTOKEN_tired; pattern type: l0
len(selected_patterns):611; curr precision: 0.8027; curr recall: 0.693; curr f1: 0.7438; curr tp: 75638; curr fp: 18589; curr fn: 33513; curr tn: 1544589; precision of pattern: 0.4615; tp, abs. recall of pattern: 10; pattern: _OTOKEN_fanless; pattern type: l0
len(selected_patterns):612; curr precision: 0.8025; curr recall: 0.6932; curr f1: 0.7438; curr tp: 75661; curr fp: 18625; curr fn: 33490; curr tn: 1544553; precision of pattern: 0.4545; tp, abs. recall of pattern: 23; pattern: _OTOKEN_non; pattern type: l0
len(selected_patterns):613; curr precision: 0.8024; curr recall: 0.6933; curr f1: 0.7439; curr tp: 75677; curr fp: 18641; curr fn: 33474; curr tn: 1544537; precision of pattern: 0.4545; tp, abs. recall of pattern: 16; pattern: _OTOKEN_match; pattern type: l0
len(selected_patterns):614; curr precision: 0.8023; curr recall: 0.6934; curr f1: 0.7439; curr tp: 75687; curr fp: 18654; curr fn: 33464; curr tn: 1544524; precision of pattern: 0.4545; tp, abs. recall of pattern: 10; pattern: _OTOKEN_frequent; pattern type: l0
len(selected_patterns):615; curr precision: 0.8021; curr recall: 0.6936; curr f1: 0.7439; curr tp: 75706; curr fp: 18677; curr fn: 33445; curr tn: 1544501; precision of pattern: 0.4444; tp, abs. recall of pattern: 19; pattern: _OTOKEN_beats; pattern type: l0
len(selected_patterns):616; curr precision: 0.802; curr recall: 0.6937; curr f1: 0.7439; curr tp: 75716; curr fp: 18692; curr fn: 33435; curr tn: 1544486; precision of pattern: 0.4444; tp, abs. recall of pattern: 10; pattern: _OTOKEN_deep; pattern type: l0
len(selected_patterns):617; curr precision: 0.8016; curr recall: 0.6942; curr f1: 0.744; curr tp: 75769; curr fp: 18755; curr fn: 33382; curr tn: 1544423; precision of pattern: 0.4333; tp, abs. recall of pattern: 53; pattern: _OTOKEN_freezes; pattern type: l0
len(selected_patterns):618; curr precision: 0.8014; curr recall: 0.6945; curr f1: 0.7441; curr tp: 75800; curr fp: 18790; curr fn: 33351; curr tn: 1544388; precision of pattern: 0.4286; tp, abs. recall of pattern: 31; pattern: _OTOKEN_hassle; pattern type: l0
len(selected_patterns):619; curr precision: 0.8012; curr recall: 0.6947; curr f1: 0.7442; curr tp: 75829; curr fp: 18817; curr fn: 33322; curr tn: 1544361; precision of pattern: 0.4286; tp, abs. recall of pattern: 29; pattern: _OTOKEN_refused; pattern type: l0
len(selected_patterns):620; curr precision: 0.8011; curr recall: 0.6949; curr f1: 0.7442; curr tp: 75851; curr fp: 18834; curr fn: 33300; curr tn: 1544344; precision of pattern: 0.4286; tp, abs. recall of pattern: 22; pattern: _OTOKEN_nervous; pattern type: l0
len(selected_patterns):621; curr precision: 0.801; curr recall: 0.6951; curr f1: 0.7443; curr tp: 75870; curr fp: 18846; curr fn: 33281; curr tn: 1544332; precision of pattern: 0.4286; tp, abs. recall of pattern: 19; pattern: _OTOKEN_shocked; pattern type: l0
len(selected_patterns):622; curr precision: 0.8009; curr recall: 0.6952; curr f1: 0.7443; curr tp: 75884; curr fp: 18862; curr fn: 33267; curr tn: 1544316; precision of pattern: 0.4286; tp, abs. recall of pattern: 14; pattern: _OTOKEN_nowhere; pattern type: l0
len(selected_patterns):623; curr precision: 0.8008; curr recall: 0.6953; curr f1: 0.7443; curr tp: 75896; curr fp: 18880; curr fn: 33255; curr tn: 1544298; precision of pattern: 0.4286; tp, abs. recall of pattern: 12; pattern: _OTOKEN_cutting; pattern type: l0
len(selected_patterns):624; curr precision: 0.8007; curr recall: 0.6954; curr f1: 0.7444; curr tp: 75907; curr fp: 18892; curr fn: 33244; curr tn: 1544286; precision of pattern: 0.4286; tp, abs. recall of pattern: 11; pattern: _OTOKEN_annoyed; pattern type: l0
len(selected_patterns):625; curr precision: 0.8007; curr recall: 0.6955; curr f1: 0.7444; curr tp: 75917; curr fp: 18899; curr fn: 33234; curr tn: 1544279; precision of pattern: 0.4286; tp, abs. recall of pattern: 10; pattern: _OTOKEN_permanent; pattern type: l0
len(selected_patterns):626; curr precision: 0.8004; curr recall: 0.6962; curr f1: 0.7447; curr tp: 75994; curr fp: 18949; curr fn: 33157; curr tn: 1544229; precision of pattern: 0.4138; tp, abs. recall of pattern: 77; pattern: _OTOKEN_affordable; pattern type: l0
len(selected_patterns):627; curr precision: 0.7999; curr recall: 0.6968; curr f1: 0.7448; curr tp: 76052; curr fp: 19025; curr fn: 33099; curr tn: 1544153; precision of pattern: 0.4074; tp, abs. recall of pattern: 58; pattern: _OTOKEN_crap; pattern type: l0
len(selected_patterns):628; curr precision: 0.7969; curr recall: 0.7006; curr f1: 0.7456; curr tp: 76467; curr fp: 19490; curr fn: 32684; curr tn: 1543688; precision of pattern: 0.3973; tp, abs. recall of pattern: 415; pattern: _OTOKEN_less; pattern type: l0
len(selected_patterns):629; curr precision: 0.7961; curr recall: 0.7013; curr f1: 0.7457; curr tp: 76553; curr fp: 19602; curr fn: 32598; curr tn: 1543576; precision of pattern: 0.4; tp, abs. recall of pattern: 86; pattern: _OTOKEN_junk; pattern type: l0
len(selected_patterns):630; curr precision: 0.7961; curr recall: 0.7015; curr f1: 0.7458; curr tp: 76571; curr fp: 19611; curr fn: 32580; curr tn: 1543567; precision of pattern: 0.4; tp, abs. recall of pattern: 18; pattern: _OTOKEN_screwed; pattern type: l0
len(selected_patterns):631; curr precision: 0.796; curr recall: 0.7016; curr f1: 0.7458; curr tp: 76584; curr fp: 19627; curr fn: 32567; curr tn: 1543551; precision of pattern: 0.4; tp, abs. recall of pattern: 13; pattern: _OTOKEN_regrets; pattern type: l0
