len(selected_patterns):1; curr precision: 1.0; curr recall: 0.0195; curr f1: 0.0383; curr tp: 2387; curr fp: 0; curr fn: 119860; curr tn: 1385277; precision of pattern: 1.0; tp, abs. recall of pattern: 2387; pattern: _OTOKEN_delicious; pattern type: l0
len(selected_patterns):582; curr precision: 0.9101; curr recall: 0.6278; curr f1: 0.7431; curr tp: 76749; curr fp: 7582; curr fn: 45498; curr tn: 1377695; precision of pattern: 0.6667; tp, abs. recall of pattern: 14; pattern: _OTOKEN_skimp; pattern type: l0
len(selected_patterns):583; curr precision: 0.91; curr recall: 0.6279; curr f1: 0.7431; curr tp: 76762; curr fp: 7594; curr fn: 45485; curr tn: 1377683; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_succulent; pattern type: l0
len(selected_patterns):584; curr precision: 0.9099; curr recall: 0.628; curr f1: 0.7432; curr tp: 76775; curr fp: 7598; curr fn: 45472; curr tn: 1377679; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_dumb; pattern type: l0
len(selected_patterns):585; curr precision: 0.9099; curr recall: 0.6281; curr f1: 0.7432; curr tp: 76787; curr fp: 7602; curr fn: 45460; curr tn: 1377675; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_garlicky; pattern type: l0
len(selected_patterns):586; curr precision: 0.9098; curr recall: 0.6282; curr f1: 0.7433; curr tp: 76799; curr fp: 7610; curr fn: 45448; curr tn: 1377667; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_staffed; pattern type: l0
len(selected_patterns):587; curr precision: 0.9097; curr recall: 0.6283; curr f1: 0.7433; curr tp: 76811; curr fp: 7620; curr fn: 45436; curr tn: 1377657; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_hassle; pattern type: l0
len(selected_patterns):588; curr precision: 0.9097; curr recall: 0.6284; curr f1: 0.7434; curr tp: 76823; curr fp: 7623; curr fn: 45424; curr tn: 1377654; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_blowing; pattern type: l0
len(selected_patterns):589; curr precision: 0.9097; curr recall: 0.6285; curr f1: 0.7434; curr tp: 76834; curr fp: 7624; curr fn: 45413; curr tn: 1377653; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_painful; pattern type: l0
len(selected_patterns):590; curr precision: 0.9096; curr recall: 0.6286; curr f1: 0.7434; curr tp: 76845; curr fp: 7636; curr fn: 45402; curr tn: 1377641; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_dang; pattern type: l0
len(selected_patterns):591; curr precision: 0.9095; curr recall: 0.6287; curr f1: 0.7435; curr tp: 76856; curr fp: 7648; curr fn: 45391; curr tn: 1377629; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_custom; pattern type: l0
len(selected_patterns):592; curr precision: 0.9095; curr recall: 0.6288; curr f1: 0.7435; curr tp: 76867; curr fp: 7653; curr fn: 45380; curr tn: 1377624; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_inconvenience; pattern type: l0
len(selected_patterns):593; curr precision: 0.9095; curr recall: 0.6289; curr f1: 0.7436; curr tp: 76877; curr fp: 7654; curr fn: 45370; curr tn: 1377623; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: _OTOKEN_complementary; pattern type: l0
len(selected_patterns):594; curr precision: 0.9081; curr recall: 0.6315; curr f1: 0.7449; curr tp: 77199; curr fp: 7817; curr fn: 45048; curr tn: 1377460; precision of pattern: 0.6585; tp, abs. recall of pattern: 322; pattern: _OTOKEN_hard; pattern type: l0
len(selected_patterns):595; curr precision: 0.9075; curr recall: 0.6322; curr f1: 0.7452; curr tp: 77280; curr fp: 7878; curr fn: 44967; curr tn: 1377399; precision of pattern: 0.6579; tp, abs. recall of pattern: 81; pattern: _OTOKEN_classic; pattern type: l0
len(selected_patterns):596; curr precision: 0.907; curr recall: 0.6332; curr f1: 0.7458; curr tp: 77407; curr fp: 7940; curr fn: 44840; curr tn: 1377337; precision of pattern: 0.6458; tp, abs. recall of pattern: 127; pattern: _OTOKEN_standard; pattern type: l0
len(selected_patterns):597; curr precision: 0.9065; curr recall: 0.6339; curr f1: 0.7461; curr tp: 77493; curr fp: 7996; curr fn: 44754; curr tn: 1377281; precision of pattern: 0.65; tp, abs. recall of pattern: 86; pattern: _OTOKEN_barely; pattern type: l0
len(selected_patterns):598; curr precision: 0.9061; curr recall: 0.635; curr f1: 0.7467; curr tp: 77625; curr fp: 8048; curr fn: 44622; curr tn: 1377229; precision of pattern: 0.6364; tp, abs. recall of pattern: 132; pattern: _OTOKEN_homemade; pattern type: l0
len(selected_patterns):599; curr precision: 0.9057; curr recall: 0.6353; curr f1: 0.7468; curr tp: 77668; curr fp: 8082; curr fn: 44579; curr tn: 1377195; precision of pattern: 0.6429; tp, abs. recall of pattern: 43; pattern: _OTOKEN_melted; pattern type: l0
len(selected_patterns):600; curr precision: 0.9056; curr recall: 0.6356; curr f1: 0.747; curr tp: 77702; curr fp: 8102; curr fn: 44545; curr tn: 1377175; precision of pattern: 0.6364; tp, abs. recall of pattern: 34; pattern: _OTOKEN_seasonal; pattern type: l0
len(selected_patterns):601; curr precision: 0.9043; curr recall: 0.6388; curr f1: 0.7487; curr tp: 78087; curr fp: 8262; curr fn: 44160; curr tn: 1377015; precision of pattern: 0.6331; tp, abs. recall of pattern: 385; pattern: _OTOKEN_free; pattern type: l0
len(selected_patterns):602; curr precision: 0.9039; curr recall: 0.6395; curr f1: 0.7491; curr tp: 78181; curr fp: 8314; curr fn: 44066; curr tn: 1376963; precision of pattern: 0.625; tp, abs. recall of pattern: 94; pattern: _OTOKEN_prefer; pattern type: l0
len(selected_patterns):603; curr precision: 0.9037; curr recall: 0.6403; curr f1: 0.7495; curr tp: 78274; curr fp: 8341; curr fn: 43973; curr tn: 1376936; precision of pattern: 0.6316; tp, abs. recall of pattern: 93; pattern: _OTOKEN_missing; pattern type: l0
len(selected_patterns):604; curr precision: 0.9031; curr recall: 0.6409; curr f1: 0.7497; curr tp: 78344; curr fp: 8406; curr fn: 43903; curr tn: 1376871; precision of pattern: 0.625; tp, abs. recall of pattern: 70; pattern: _OTOKEN_sad; pattern type: l0
len(selected_patterns):605; curr precision: 0.9029; curr recall: 0.6414; curr f1: 0.75; curr tp: 78408; curr fp: 8428; curr fn: 43839; curr tn: 1376849; precision of pattern: 0.6316; tp, abs. recall of pattern: 64; pattern: _OTOKEN_picky; pattern type: l0
len(selected_patterns):606; curr precision: 0.9029; curr recall: 0.6415; curr f1: 0.7501; curr tp: 78426; curr fp: 8438; curr fn: 43821; curr tn: 1376839; precision of pattern: 0.625; tp, abs. recall of pattern: 18; pattern: _OTOKEN_suck; pattern type: l0
len(selected_patterns):607; curr precision: 0.9028; curr recall: 0.6416; curr f1: 0.7501; curr tp: 78438; curr fp: 8445; curr fn: 43809; curr tn: 1376832; precision of pattern: 0.625; tp, abs. recall of pattern: 12; pattern: _OTOKEN_smart; pattern type: l0
len(selected_patterns):608; curr precision: 0.9001; curr recall: 0.6462; curr f1: 0.7523; curr tp: 78998; curr fp: 8766; curr fn: 43249; curr tn: 1376511; precision of pattern: 0.6237; tp, abs. recall of pattern: 560; pattern: _OTOKEN_sweet; pattern type: l0
len(selected_patterns):609; curr precision: 0.8993; curr recall: 0.6469; curr f1: 0.7525; curr tp: 79083; curr fp: 8860; curr fn: 43164; curr tn: 1376417; precision of pattern: 0.6087; tp, abs. recall of pattern: 85; pattern: _OTOKEN_dark; pattern type: l0
len(selected_patterns):610; curr precision: 0.8991; curr recall: 0.6475; curr f1: 0.7528; curr tp: 79153; curr fp: 8882; curr fn: 43094; curr tn: 1376395; precision of pattern: 0.6; tp, abs. recall of pattern: 70; pattern: _OTOKEN_higher; pattern type: l0
len(selected_patterns):611; curr precision: 0.8989; curr recall: 0.6478; curr f1: 0.753; curr tp: 79197; curr fp: 8911; curr fn: 43050; curr tn: 1376366; precision of pattern: 0.6; tp, abs. recall of pattern: 44; pattern: _OTOKEN_chill; pattern type: l0
len(selected_patterns):612; curr precision: 0.8987; curr recall: 0.648; curr f1: 0.7531; curr tp: 79222; curr fp: 8934; curr fn: 43025; curr tn: 1376343; precision of pattern: 0.6; tp, abs. recall of pattern: 25; pattern: _OTOKEN_properly; pattern type: l0
len(selected_patterns):613; curr precision: 0.8986; curr recall: 0.6482; curr f1: 0.7531; curr tp: 79237; curr fp: 8944; curr fn: 43010; curr tn: 1376333; precision of pattern: 0.6; tp, abs. recall of pattern: 15; pattern: _OTOKEN_disappeared; pattern type: l0
len(selected_patterns):614; curr precision: 0.8985; curr recall: 0.6483; curr f1: 0.7532; curr tp: 79249; curr fp: 8948; curr fn: 42998; curr tn: 1376329; precision of pattern: 0.6; tp, abs. recall of pattern: 12; pattern: _OTOKEN_pissed; pattern type: l0
len(selected_patterns):615; curr precision: 0.8984; curr recall: 0.6484; curr f1: 0.7532; curr tp: 79261; curr fp: 8967; curr fn: 42986; curr tn: 1376310; precision of pattern: 0.6; tp, abs. recall of pattern: 12; pattern: _OTOKEN_careful; pattern type: l0
len(selected_patterns):616; curr precision: 0.8982; curr recall: 0.6485; curr f1: 0.7532; curr tp: 79272; curr fp: 8985; curr fn: 42975; curr tn: 1376292; precision of pattern: 0.6; tp, abs. recall of pattern: 11; pattern: _OTOKEN_angry; pattern type: l0
len(selected_patterns):617; curr precision: 0.8956; curr recall: 0.652; curr f1: 0.7546; curr tp: 79705; curr fp: 9294; curr fn: 42542; curr tn: 1375983; precision of pattern: 0.5943; tp, abs. recall of pattern: 433; pattern: _OTOKEN_different; pattern type: l0
len(selected_patterns):618; curr precision: 0.8943; curr recall: 0.6551; curr f1: 0.7562; curr tp: 80080; curr fp: 9468; curr fn: 42167; curr tn: 1375809; precision of pattern: 0.5833; tp, abs. recall of pattern: 375; pattern: _OTOKEN_cold; pattern type: l0
len(selected_patterns):619; curr precision: 0.8936; curr recall: 0.6555; curr f1: 0.7563; curr tp: 80138; curr fp: 9537; curr fn: 42109; curr tn: 1375740; precision of pattern: 0.5806; tp, abs. recall of pattern: 58; pattern: _OTOKEN_frozen; pattern type: l0
len(selected_patterns):620; curr precision: 0.8934; curr recall: 0.6559; curr f1: 0.7564; curr tp: 80178; curr fp: 9570; curr fn: 42069; curr tn: 1375707; precision of pattern: 0.5833; tp, abs. recall of pattern: 40; pattern: _OTOKEN_correct; pattern type: l0
len(selected_patterns):621; curr precision: 0.8933; curr recall: 0.6561; curr f1: 0.7565; curr tp: 80208; curr fp: 9584; curr fn: 42039; curr tn: 1375693; precision of pattern: 0.5833; tp, abs. recall of pattern: 30; pattern: _OTOKEN_rocks; pattern type: l0
len(selected_patterns):622; curr precision: 0.8926; curr recall: 0.6567; curr f1: 0.7567; curr tp: 80280; curr fp: 9656; curr fn: 41967; curr tn: 1375621; precision of pattern: 0.5682; tp, abs. recall of pattern: 72; pattern: _OTOKEN_crazy; pattern type: l0
len(selected_patterns):623; curr precision: 0.8922; curr recall: 0.6572; curr f1: 0.7569; curr tp: 80341; curr fp: 9708; curr fn: 41906; curr tn: 1375569; precision of pattern: 0.5676; tp, abs. recall of pattern: 61; pattern: _OTOKEN_fancy; pattern type: l0
len(selected_patterns):624; curr precision: 0.8919; curr recall: 0.6575; curr f1: 0.7569; curr tp: 80373; curr fp: 9742; curr fn: 41874; curr tn: 1375535; precision of pattern: 0.5714; tp, abs. recall of pattern: 32; pattern: _OTOKEN_important; pattern type: l0
len(selected_patterns):625; curr precision: 0.8915; curr recall: 0.6577; curr f1: 0.757; curr tp: 80404; curr fp: 9788; curr fn: 41843; curr tn: 1375489; precision of pattern: 0.5714; tp, abs. recall of pattern: 31; pattern: _OTOKEN_toasted; pattern type: l0
len(selected_patterns):626; curr precision: 0.8914; curr recall: 0.6579; curr f1: 0.7571; curr tp: 80423; curr fp: 9793; curr fn: 41824; curr tn: 1375484; precision of pattern: 0.5714; tp, abs. recall of pattern: 19; pattern: _OTOKEN_skeptical; pattern type: l0
len(selected_patterns):627; curr precision: 0.8912; curr recall: 0.658; curr f1: 0.7571; curr tp: 80441; curr fp: 9817; curr fn: 41806; curr tn: 1375460; precision of pattern: 0.5714; tp, abs. recall of pattern: 18; pattern: _OTOKEN_pink; pattern type: l0
len(selected_patterns):628; curr precision: 0.891; curr recall: 0.6582; curr f1: 0.7571; curr tp: 80458; curr fp: 9840; curr fn: 41789; curr tn: 1375437; precision of pattern: 0.5714; tp, abs. recall of pattern: 17; pattern: _OTOKEN_minus; pattern type: l0
len(selected_patterns):629; curr precision: 0.891; curr recall: 0.6583; curr f1: 0.7572; curr tp: 80474; curr fp: 9846; curr fn: 41773; curr tn: 1375431; precision of pattern: 0.5714; tp, abs. recall of pattern: 16; pattern: _OTOKEN_hesitant; pattern type: l0
len(selected_patterns):630; curr precision: 0.8909; curr recall: 0.6584; curr f1: 0.7572; curr tp: 80488; curr fp: 9854; curr fn: 41759; curr tn: 1375423; precision of pattern: 0.5714; tp, abs. recall of pattern: 14; pattern: _OTOKEN_proud; pattern type: l0
len(selected_patterns):631; curr precision: 0.8905; curr recall: 0.659; curr f1: 0.7574; curr tp: 80555; curr fp: 9905; curr fn: 41692; curr tn: 1375372; precision of pattern: 0.5625; tp, abs. recall of pattern: 67; pattern: _OTOKEN_pleasantly; pattern type: l0
len(selected_patterns):632; curr precision: 0.8904; curr recall: 0.6592; curr f1: 0.7575; curr tp: 80585; curr fp: 9921; curr fn: 41662; curr tn: 1375356; precision of pattern: 0.5556; tp, abs. recall of pattern: 30; pattern: _OTOKEN_thumbs; pattern type: l0
len(selected_patterns):633; curr precision: 0.8903; curr recall: 0.6594; curr f1: 0.7576; curr tp: 80606; curr fp: 9933; curr fn: 41641; curr tn: 1375344; precision of pattern: 0.5556; tp, abs. recall of pattern: 21; pattern: _OTOKEN_fave; pattern type: l0
len(selected_patterns):634; curr precision: 0.8902; curr recall: 0.6597; curr f1: 0.7578; curr tp: 80646; curr fp: 9946; curr fn: 41601; curr tn: 1375331; precision of pattern: 0.5455; tp, abs. recall of pattern: 40; pattern: _OTOKEN_zero; pattern type: l0
len(selected_patterns):635; curr precision: 0.8899; curr recall: 0.6599; curr f1: 0.7578; curr tp: 80674; curr fp: 9985; curr fn: 41573; curr tn: 1375292; precision of pattern: 0.5455; tp, abs. recall of pattern: 28; pattern: _OTOKEN_bonus; pattern type: l0
len(selected_patterns):636; curr precision: 0.8898; curr recall: 0.6601; curr f1: 0.7579; curr tp: 80694; curr fp: 9993; curr fn: 41553; curr tn: 1375284; precision of pattern: 0.5455; tp, abs. recall of pattern: 20; pattern: _OTOKEN_raving; pattern type: l0
len(selected_patterns):637; curr precision: 0.8896; curr recall: 0.6603; curr f1: 0.758; curr tp: 80718; curr fp: 10016; curr fn: 41529; curr tn: 1375261; precision of pattern: 0.5385; tp, abs. recall of pattern: 24; pattern: _OTOKEN_rave; pattern type: l0
len(selected_patterns):638; curr precision: 0.8893; curr recall: 0.6605; curr f1: 0.758; curr tp: 80742; curr fp: 10054; curr fn: 41505; curr tn: 1375223; precision of pattern: 0.5385; tp, abs. recall of pattern: 24; pattern: _OTOKEN_below; pattern type: l0
len(selected_patterns):639; curr precision: 0.8891; curr recall: 0.6607; curr f1: 0.758; curr tp: 80765; curr fp: 10076; curr fn: 41482; curr tn: 1375201; precision of pattern: 0.5385; tp, abs. recall of pattern: 23; pattern: _OTOKEN_decorated; pattern type: l0
len(selected_patterns):640; curr precision: 0.8888; curr recall: 0.6608; curr f1: 0.7581; curr tp: 80786; curr fp: 10106; curr fn: 41461; curr tn: 1375171; precision of pattern: 0.5385; tp, abs. recall of pattern: 21; pattern: _OTOKEN_tired; pattern type: l0
len(selected_patterns):641; curr precision: 0.8876; curr recall: 0.6625; curr f1: 0.7587; curr tp: 80989; curr fp: 10259; curr fn: 41258; curr tn: 1375018; precision of pattern: 0.5231; tp, abs. recall of pattern: 203; pattern: _OTOKEN_quickly; pattern type: l0
len(selected_patterns):642; curr precision: 0.8869; curr recall: 0.6632; curr f1: 0.7589; curr tp: 81078; curr fp: 10343; curr fn: 41169; curr tn: 1374934; precision of pattern: 0.5161; tp, abs. recall of pattern: 89; pattern: _OTOKEN_typical; pattern type: l0
len(selected_patterns):643; curr precision: 0.8863; curr recall: 0.6637; curr f1: 0.759; curr tp: 81136; curr fp: 10411; curr fn: 41111; curr tn: 1374866; precision of pattern: 0.52; tp, abs. recall of pattern: 58; pattern: _OTOKEN_raw; pattern type: l0
len(selected_patterns):644; curr precision: 0.8856; curr recall: 0.6649; curr f1: 0.7595; curr tp: 81279; curr fp: 10504; curr fn: 40968; curr tn: 1374773; precision of pattern: 0.5; tp, abs. recall of pattern: 143; pattern: _OTOKEN_hit; pattern type: l0
len(selected_patterns):645; curr precision: 0.8851; curr recall: 0.6653; curr f1: 0.7596; curr tp: 81331; curr fp: 10563; curr fn: 40916; curr tn: 1374714; precision of pattern: 0.5; tp, abs. recall of pattern: 52; pattern: _OTOKEN_similar; pattern type: l0
len(selected_patterns):646; curr precision: 0.885; curr recall: 0.6656; curr f1: 0.7598; curr tp: 81367; curr fp: 10572; curr fn: 40880; curr tn: 1374705; precision of pattern: 0.5; tp, abs. recall of pattern: 36; pattern: _OTOKEN_messed; pattern type: l0
len(selected_patterns):647; curr precision: 0.8847; curr recall: 0.6659; curr f1: 0.7598; curr tp: 81400; curr fp: 10613; curr fn: 40847; curr tn: 1374664; precision of pattern: 0.5; tp, abs. recall of pattern: 33; pattern: _OTOKEN_private; pattern type: l0
len(selected_patterns):648; curr precision: 0.8844; curr recall: 0.6661; curr f1: 0.7599; curr tp: 81432; curr fp: 10640; curr fn: 40815; curr tn: 1374637; precision of pattern: 0.5; tp, abs. recall of pattern: 32; pattern: _OTOKEN_random; pattern type: l0
len(selected_patterns):649; curr precision: 0.8843; curr recall: 0.6663; curr f1: 0.76; curr tp: 81454; curr fp: 10653; curr fn: 40793; curr tn: 1374624; precision of pattern: 0.5; tp, abs. recall of pattern: 22; pattern: _OTOKEN_welcomed; pattern type: l0
len(selected_patterns):650; curr precision: 0.8842; curr recall: 0.6665; curr f1: 0.7601; curr tp: 81475; curr fp: 10670; curr fn: 40772; curr tn: 1374607; precision of pattern: 0.5; tp, abs. recall of pattern: 21; pattern: _OTOKEN_organic; pattern type: l0
len(selected_patterns):651; curr precision: 0.8842; curr recall: 0.6666; curr f1: 0.7602; curr tp: 81495; curr fp: 10676; curr fn: 40752; curr tn: 1374601; precision of pattern: 0.5; tp, abs. recall of pattern: 20; pattern: _OTOKEN_amazed; pattern type: l0
len(selected_patterns):652; curr precision: 0.8839; curr recall: 0.6668; curr f1: 0.7602; curr tp: 81515; curr fp: 10708; curr fn: 40732; curr tn: 1374569; precision of pattern: 0.5; tp, abs. recall of pattern: 20; pattern: _OTOKEN_potential; pattern type: l0
len(selected_patterns):653; curr precision: 0.8839; curr recall: 0.6669; curr f1: 0.7602; curr tp: 81532; curr fp: 10714; curr fn: 40715; curr tn: 1374563; precision of pattern: 0.5; tp, abs. recall of pattern: 17; pattern: _OTOKEN_minor; pattern type: l0
len(selected_patterns):654; curr precision: 0.8838; curr recall: 0.6671; curr f1: 0.7603; curr tp: 81549; curr fp: 10725; curr fn: 40698; curr tn: 1374552; precision of pattern: 0.5; tp, abs. recall of pattern: 17; pattern: _OTOKEN_curious; pattern type: l0
len(selected_patterns):655; curr precision: 0.8836; curr recall: 0.6672; curr f1: 0.7603; curr tp: 81565; curr fp: 10741; curr fn: 40682; curr tn: 1374536; precision of pattern: 0.5; tp, abs. recall of pattern: 16; pattern: _OTOKEN_slowly; pattern type: l0
len(selected_patterns):656; curr precision: 0.8834; curr recall: 0.6673; curr f1: 0.7603; curr tp: 81581; curr fp: 10767; curr fn: 40666; curr tn: 1374510; precision of pattern: 0.5; tp, abs. recall of pattern: 16; pattern: _OTOKEN_darn; pattern type: l0
len(selected_patterns):657; curr precision: 0.8833; curr recall: 0.6675; curr f1: 0.7604; curr tp: 81595; curr fp: 10775; curr fn: 40652; curr tn: 1374502; precision of pattern: 0.5; tp, abs. recall of pattern: 14; pattern: _OTOKEN_watering; pattern type: l0
len(selected_patterns):658; curr precision: 0.8833; curr recall: 0.6676; curr f1: 0.7604; curr tp: 81609; curr fp: 10781; curr fn: 40638; curr tn: 1374496; precision of pattern: 0.5; tp, abs. recall of pattern: 14; pattern: _OTOKEN_chic; pattern type: l0
len(selected_patterns):659; curr precision: 0.8833; curr recall: 0.6677; curr f1: 0.7605; curr tp: 81622; curr fp: 10786; curr fn: 40625; curr tn: 1374491; precision of pattern: 0.5; tp, abs. recall of pattern: 13; pattern: _OTOKEN_addicted; pattern type: l0
len(selected_patterns):660; curr precision: 0.8833; curr recall: 0.6678; curr f1: 0.7606; curr tp: 81635; curr fp: 10789; curr fn: 40612; curr tn: 1374488; precision of pattern: 0.5; tp, abs. recall of pattern: 13; pattern: _OTOKEN_fruity; pattern type: l0
len(selected_patterns):661; curr precision: 0.8833; curr recall: 0.6679; curr f1: 0.7606; curr tp: 81648; curr fp: 10792; curr fn: 40599; curr tn: 1374485; precision of pattern: 0.5; tp, abs. recall of pattern: 13; pattern: _OTOKEN_fancier; pattern type: l0
len(selected_patterns):662; curr precision: 0.8833; curr recall: 0.668; curr f1: 0.7607; curr tp: 81660; curr fp: 10794; curr fn: 40587; curr tn: 1374483; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_declined; pattern type: l0
len(selected_patterns):663; curr precision: 0.8832; curr recall: 0.6681; curr f1: 0.7607; curr tp: 81672; curr fp: 10796; curr fn: 40575; curr tn: 1374481; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_busier; pattern type: l0
len(selected_patterns):664; curr precision: 0.8831; curr recall: 0.6682; curr f1: 0.7608; curr tp: 81684; curr fp: 10810; curr fn: 40563; curr tn: 1374467; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_constant; pattern type: l0
len(selected_patterns):665; curr precision: 0.8831; curr recall: 0.6683; curr f1: 0.7608; curr tp: 81696; curr fp: 10818; curr fn: 40551; curr tn: 1374459; precision of pattern: 0.5; tp, abs. recall of pattern: 12; pattern: _OTOKEN_ignoring; pattern type: l0
len(selected_patterns):666; curr precision: 0.883; curr recall: 0.6684; curr f1: 0.7608; curr tp: 81707; curr fp: 10825; curr fn: 40540; curr tn: 1374452; precision of pattern: 0.5; tp, abs. recall of pattern: 11; pattern: _OTOKEN_pre-made; pattern type: l0
len(selected_patterns):667; curr precision: 0.883; curr recall: 0.6685; curr f1: 0.7609; curr tp: 81718; curr fp: 10832; curr fn: 40529; curr tn: 1374445; precision of pattern: 0.5; tp, abs. recall of pattern: 11; pattern: _OTOKEN_chilled; pattern type: l0
len(selected_patterns):668; curr precision: 0.8829; curr recall: 0.6685; curr f1: 0.7609; curr tp: 81728; curr fp: 10837; curr fn: 40519; curr tn: 1374440; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_expanded; pattern type: l0
len(selected_patterns):669; curr precision: 0.8829; curr recall: 0.6686; curr f1: 0.761; curr tp: 81738; curr fp: 10841; curr fn: 40509; curr tn: 1374436; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_overlooked; pattern type: l0
len(selected_patterns):670; curr precision: 0.8828; curr recall: 0.6687; curr f1: 0.761; curr tp: 81748; curr fp: 10848; curr fn: 40499; curr tn: 1374429; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_silly; pattern type: l0
len(selected_patterns):671; curr precision: 0.8828; curr recall: 0.6688; curr f1: 0.761; curr tp: 81758; curr fp: 10855; curr fn: 40489; curr tn: 1374422; precision of pattern: 0.5; tp, abs. recall of pattern: 10; pattern: _OTOKEN_warmed; pattern type: l0
len(selected_patterns):672; curr precision: 0.8808; curr recall: 0.6704; curr f1: 0.7613; curr tp: 81949; curr fp: 11094; curr fn: 40298; curr tn: 1374183; precision of pattern: 0.4902; tp, abs. recall of pattern: 191; pattern: _OTOKEN_less; pattern type: l0
len(selected_patterns):673; curr precision: 0.8797; curr recall: 0.6715; curr f1: 0.7616; curr tp: 82084; curr fp: 11230; curr fn: 40163; curr tn: 1374047; precision of pattern: 0.4902; tp, abs. recall of pattern: 135; pattern: _OTOKEN_surprised; pattern type: l0
len(selected_patterns):674; curr precision: 0.876; curr recall: 0.6746; curr f1: 0.7623; curr tp: 82472; curr fp: 11670; curr fn: 39775; curr tn: 1373607; precision of pattern: 0.4787; tp, abs. recall of pattern: 388; pattern: _OTOKEN_big; pattern type: l0
len(selected_patterns):675; curr precision: 0.8727; curr recall: 0.6774; curr f1: 0.7627; curr tp: 82805; curr fp: 12077; curr fn: 39442; curr tn: 1373200; precision of pattern: 0.4815; tp, abs. recall of pattern: 333; pattern: _OTOKEN_special; pattern type: l0
len(selected_patterns):676; curr precision: 0.8696; curr recall: 0.6796; curr f1: 0.763; curr tp: 83079; curr fp: 12454; curr fn: 39168; curr tn: 1372823; precision of pattern: 0.4771; tp, abs. recall of pattern: 274; pattern: _OTOKEN_full; pattern type: l0
len(selected_patterns):677; curr precision: 0.8692; curr recall: 0.6801; curr f1: 0.7631; curr tp: 83135; curr fp: 12511; curr fn: 39112; curr tn: 1372766; precision of pattern: 0.4815; tp, abs. recall of pattern: 56; pattern: _OTOKEN_plain; pattern type: l0
len(selected_patterns):678; curr precision: 0.8665; curr recall: 0.6836; curr f1: 0.7643; curr tp: 83574; curr fp: 12881; curr fn: 38673; curr tn: 1372396; precision of pattern: 0.4677; tp, abs. recall of pattern: 439; pattern: _OTOKEN_spicy; pattern type: l0
len(selected_patterns):679; curr precision: 0.8623; curr recall: 0.6869; curr f1: 0.7647; curr tp: 83974; curr fp: 13410; curr fn: 38273; curr tn: 1371867; precision of pattern: 0.4706; tp, abs. recall of pattern: 400; pattern: _OTOKEN_hot; pattern type: l0
len(selected_patterns):680; curr precision: 0.8616; curr recall: 0.688; curr f1: 0.7651; curr tp: 84103; curr fp: 13509; curr fn: 38144; curr tn: 1371768; precision of pattern: 0.4583; tp, abs. recall of pattern: 129; pattern: _OTOKEN_filling; pattern type: l0
len(selected_patterns):681; curr precision: 0.8609; curr recall: 0.6887; curr f1: 0.7652; curr tp: 84187; curr fp: 13608; curr fn: 38060; curr tn: 1371669; precision of pattern: 0.46; tp, abs. recall of pattern: 84; pattern: _OTOKEN_traditional; pattern type: l0
len(selected_patterns):682; curr precision: 0.8604; curr recall: 0.6892; curr f1: 0.7653; curr tp: 84255; curr fp: 13674; curr fn: 37992; curr tn: 1371603; precision of pattern: 0.4545; tp, abs. recall of pattern: 68; pattern: _OTOKEN_hate; pattern type: l0
len(selected_patterns):683; curr precision: 0.8598; curr recall: 0.6898; curr f1: 0.7654; curr tp: 84320; curr fp: 13755; curr fn: 37927; curr tn: 1371522; precision of pattern: 0.44; tp, abs. recall of pattern: 65; pattern: _OTOKEN_changed; pattern type: l0
len(selected_patterns):684; curr precision: 0.8594; curr recall: 0.6901; curr f1: 0.7655; curr tp: 84365; curr fp: 13808; curr fn: 37882; curr tn: 1371469; precision of pattern: 0.44; tp, abs. recall of pattern: 45; pattern: _OTOKEN_normal; pattern type: l0
len(selected_patterns):685; curr precision: 0.8588; curr recall: 0.691; curr f1: 0.7658; curr tp: 84471; curr fp: 13891; curr fn: 37776; curr tn: 1371386; precision of pattern: 0.4286; tp, abs. recall of pattern: 106; pattern: _OTOKEN_excited; pattern type: l0
