len(selected_patterns):1; curr precision: 0.9945; curr recall: 0.014; curr f1: 0.0276; curr tp: 2157; curr fp: 12; curr fn: 152008; curr tn: 1353347; precision of pattern: 0.9959; tp, abs. recall of pattern: 2157; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):7656; curr precision: 0.8349; curr recall: 0.6871; curr f1: 0.7538; curr tp: 105922; curr fp: 20939; curr fn: 48243; curr tn: 1332420; precision of pattern: 0.8182; tp, abs. recall of pattern: 67; pattern: ('DEP_conj', 'TOKEN_decor', '_AWORD'); pattern type: l1
len(selected_patterns):7657; curr precision: 0.8349; curr recall: 0.6871; curr f1: 0.7538; curr tp: 105927; curr fp: 20945; curr fn: 48238; curr tn: 1332414; precision of pattern: 0.8182; tp, abs. recall of pattern: 67; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_ingredients'); pattern type: l1
len(selected_patterns):7658; curr precision: 0.8349; curr recall: 0.6871; curr f1: 0.7538; curr tp: 105931; curr fp: 20947; curr fn: 48234; curr tn: 1332412; precision of pattern: 0.8235; tp, abs. recall of pattern: 66; pattern: ('PROX_near1', '_ATOKEN_seating', 'TOKEN_.'); pattern type: l1
len(selected_patterns):7659; curr precision: 0.8349; curr recall: 0.6872; curr f1: 0.7539; curr tp: 105942; curr fp: 20950; curr fn: 48223; curr tn: 1332409; precision of pattern: 0.8235; tp, abs. recall of pattern: 60; pattern: ('DEP_compound', '_AWORD', 'TOKEN_strawberry'); pattern type: l1
len(selected_patterns):7660; curr precision: 0.8349; curr recall: 0.6872; curr f1: 0.7539; curr tp: 105945; curr fp: 20952; curr fn: 48220; curr tn: 1332407; precision of pattern: 0.8235; tp, abs. recall of pattern: 60; pattern: ('DEP_conj', '_AWORD', 'TOKEN_salads'); pattern type: l1
len(selected_patterns):7661; curr precision: 0.8349; curr recall: 0.6872; curr f1: 0.7539; curr tp: 105946; curr fp: 20953; curr fn: 48219; curr tn: 1332406; precision of pattern: 0.8182; tp, abs. recall of pattern: 57; pattern: ('DEP_compound', '_ATOKEN_masala', 'WORD'); pattern type: l1
len(selected_patterns):7662; curr precision: 0.8349; curr recall: 0.6873; curr f1: 0.7539; curr tp: 105955; curr fp: 20955; curr fn: 48210; curr tn: 1332404; precision of pattern: 0.8182; tp, abs. recall of pattern: 56; pattern: ('DEP_det', '_ATOKEN_meals', 'WORD'); pattern type: l1
len(selected_patterns):7663; curr precision: 0.8349; curr recall: 0.6874; curr f1: 0.754; curr tp: 105979; curr fp: 20962; curr fn: 48186; curr tn: 1332397; precision of pattern: 0.8182; tp, abs. recall of pattern: 55; pattern: ('PROX_near2', '_ATOKEN_place', 'TOKEN_very'); pattern type: l1
len(selected_patterns):7664; curr precision: 0.8348; curr recall: 0.6875; curr f1: 0.754; curr tp: 105996; curr fp: 20977; curr fn: 48169; curr tn: 1332382; precision of pattern: 0.8182; tp, abs. recall of pattern: 54; pattern: ('DEP_amod', 'TOKEN_ribs', '_AWORD'); pattern type: l1
len(selected_patterns):7665; curr precision: 0.8347; curr recall: 0.6876; curr f1: 0.7541; curr tp: 106006; curr fp: 20987; curr fn: 48159; curr tn: 1332372; precision of pattern: 0.8182; tp, abs. recall of pattern: 54; pattern: ('DEP_conj', '_AWORD', 'TOKEN_music'); pattern type: l1
len(selected_patterns):7666; curr precision: 0.8347; curr recall: 0.6878; curr f1: 0.7541; curr tp: 106031; curr fp: 21000; curr fn: 48134; curr tn: 1332359; precision of pattern: 0.8235; tp, abs. recall of pattern: 52; pattern: ('DEP_conj', '_ATOKEN_meal', 'WORD'); pattern type: l1
len(selected_patterns):7667; curr precision: 0.8346; curr recall: 0.6879; curr f1: 0.7542; curr tp: 106048; curr fp: 21020; curr fn: 48117; curr tn: 1332339; precision of pattern: 0.8182; tp, abs. recall of pattern: 52; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_menus'); pattern type: l1
len(selected_patterns):7668; curr precision: 0.8346; curr recall: 0.6879; curr f1: 0.7542; curr tp: 106052; curr fp: 21020; curr fn: 48113; curr tn: 1332339; precision of pattern: 0.8235; tp, abs. recall of pattern: 50; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_cabbage'); pattern type: l1
len(selected_patterns):7669; curr precision: 0.8345; curr recall: 0.6881; curr f1: 0.7543; curr tp: 106087; curr fp: 21035; curr fn: 48078; curr tn: 1332324; precision of pattern: 0.8182; tp, abs. recall of pattern: 50; pattern: ('DEP_compound', 'TOKEN_area', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):7670; curr precision: 0.8344; curr recall: 0.6883; curr f1: 0.7543; curr tp: 106108; curr fp: 21054; curr fn: 48057; curr tn: 1332305; precision of pattern: 0.8235; tp, abs. recall of pattern: 49; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_cuban'); pattern type: l1
len(selected_patterns):7671; curr precision: 0.8345; curr recall: 0.6884; curr f1: 0.7544; curr tp: 106132; curr fp: 21055; curr fn: 48033; curr tn: 1332304; precision of pattern: 0.8182; tp, abs. recall of pattern: 49; pattern: ('PROX_near1', '_ATOKEN_bar', 'TOKEN_was'); pattern type: l1
len(selected_patterns):7672; curr precision: 0.8344; curr recall: 0.6884; curr f1: 0.7544; curr tp: 106134; curr fp: 21057; curr fn: 48031; curr tn: 1332302; precision of pattern: 0.8235; tp, abs. recall of pattern: 46; pattern: ('SRL_none', 'WORD', '_ATOKEN_meal'); pattern type: l1
len(selected_patterns):7673; curr precision: 0.8344; curr recall: 0.6885; curr f1: 0.7545; curr tp: 106138; curr fp: 21058; curr fn: 48027; curr tn: 1332301; precision of pattern: 0.8182; tp, abs. recall of pattern: 46; pattern: ('DEP_conj', 'WORD', '_ATOKEN_gravy'); pattern type: l1
len(selected_patterns):7674; curr precision: 0.8344; curr recall: 0.6885; curr f1: 0.7545; curr tp: 106146; curr fp: 21067; curr fn: 48019; curr tn: 1332292; precision of pattern: 0.8182; tp, abs. recall of pattern: 46; pattern: ('PROX_near1', 'TOKEN_raspberry', '_AWORD'); pattern type: l1
len(selected_patterns):7675; curr precision: 0.8343; curr recall: 0.6886; curr f1: 0.7545; curr tp: 106156; curr fp: 21077; curr fn: 48009; curr tn: 1332282; precision of pattern: 0.8182; tp, abs. recall of pattern: 45; pattern: ('SRL_arg1', 'TOKEN_is', '_ATOKEN_room'); pattern type: l1
len(selected_patterns):7676; curr precision: 0.8343; curr recall: 0.6886; curr f1: 0.7545; curr tp: 106161; curr fp: 21080; curr fn: 48004; curr tn: 1332279; precision of pattern: 0.8182; tp, abs. recall of pattern: 44; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_outdoor'); pattern type: l1
len(selected_patterns):7677; curr precision: 0.8343; curr recall: 0.6886; curr f1: 0.7545; curr tp: 106163; curr fp: 21082; curr fn: 48002; curr tn: 1332277; precision of pattern: 0.8182; tp, abs. recall of pattern: 44; pattern: ('DEP_conj', '_AWORD', 'TOKEN_gravy'); pattern type: l1
len(selected_patterns):7678; curr precision: 0.8343; curr recall: 0.6887; curr f1: 0.7545; curr tp: 106167; curr fp: 21086; curr fn: 47998; curr tn: 1332273; precision of pattern: 0.8182; tp, abs. recall of pattern: 42; pattern: ('DEP_cc', '_ATOKEN_selection', 'TOKEN_and'); pattern type: l1
len(selected_patterns):7679; curr precision: 0.8343; curr recall: 0.6887; curr f1: 0.7545; curr tp: 106173; curr fp: 21094; curr fn: 47992; curr tn: 1332265; precision of pattern: 0.8182; tp, abs. recall of pattern: 40; pattern: ('DEP_conj', '_AWORD', 'TOKEN_burgers'); pattern type: l1
len(selected_patterns):7680; curr precision: 0.8342; curr recall: 0.6888; curr f1: 0.7546; curr tp: 106182; curr fp: 21097; curr fn: 47983; curr tn: 1332262; precision of pattern: 0.8182; tp, abs. recall of pattern: 39; pattern: ('DEP_compound', 'TOKEN_balls', '_AWORD'); pattern type: l1
len(selected_patterns):7681; curr precision: 0.8342; curr recall: 0.6888; curr f1: 0.7546; curr tp: 106187; curr fp: 21101; curr fn: 47978; curr tn: 1332258; precision of pattern: 0.8182; tp, abs. recall of pattern: 38; pattern: ('PROX_near1', '_ATOKEN_selection', 'TOKEN_,'); pattern type: l1
len(selected_patterns):7682; curr precision: 0.8342; curr recall: 0.6888; curr f1: 0.7546; curr tp: 106195; curr fp: 21108; curr fn: 47970; curr tn: 1332251; precision of pattern: 0.8182; tp, abs. recall of pattern: 35; pattern: _ATOKEN_cinnamon; pattern type: l0
len(selected_patterns):7683; curr precision: 0.8342; curr recall: 0.6889; curr f1: 0.7546; curr tp: 106209; curr fp: 21111; curr fn: 47956; curr tn: 1332248; precision of pattern: 0.8182; tp, abs. recall of pattern: 33; pattern: ('DEP_compound', 'TOKEN_peppers', '_AWORD'); pattern type: l1
len(selected_patterns):7684; curr precision: 0.8342; curr recall: 0.689; curr f1: 0.7547; curr tp: 106225; curr fp: 21119; curr fn: 47940; curr tn: 1332240; precision of pattern: 0.8235; tp, abs. recall of pattern: 32; pattern: ('DEP_compound', 'TOKEN_duck', '_AWORD'); pattern type: l1
len(selected_patterns):7685; curr precision: 0.8342; curr recall: 0.6891; curr f1: 0.7547; curr tp: 106240; curr fp: 21121; curr fn: 47925; curr tn: 1332238; precision of pattern: 0.8182; tp, abs. recall of pattern: 32; pattern: ('PROX_near2', '_ATOKEN_place', 'TOKEN_pretty'); pattern type: l1
len(selected_patterns):7686; curr precision: 0.8342; curr recall: 0.6891; curr f1: 0.7547; curr tp: 106241; curr fp: 21121; curr fn: 47924; curr tn: 1332238; precision of pattern: 0.8182; tp, abs. recall of pattern: 30; pattern: ('DEP_nmod', 'WORD', '_ATOKEN_chips'); pattern type: l1
len(selected_patterns):7687; curr precision: 0.8341; curr recall: 0.6892; curr f1: 0.7548; curr tp: 106246; curr fp: 21126; curr fn: 47919; curr tn: 1332233; precision of pattern: 0.8182; tp, abs. recall of pattern: 30; pattern: ('DEP_amod', '_ATOKEN_buffet', 'WORD'); pattern type: l1
len(selected_patterns):7688; curr precision: 0.8341; curr recall: 0.6892; curr f1: 0.7548; curr tp: 106252; curr fp: 21133; curr fn: 47913; curr tn: 1332226; precision of pattern: 0.8182; tp, abs. recall of pattern: 27; pattern: ('PROX_near1', 'TOKEN_lemongrass', '_AWORD'); pattern type: l1
len(selected_patterns):7689; curr precision: 0.8341; curr recall: 0.6893; curr f1: 0.7548; curr tp: 106263; curr fp: 21140; curr fn: 47902; curr tn: 1332219; precision of pattern: 0.8182; tp, abs. recall of pattern: 26; pattern: ('DEP_compound', 'WORD', '_ATOKEN_salt'); pattern type: l1
len(selected_patterns):7690; curr precision: 0.8341; curr recall: 0.6893; curr f1: 0.7548; curr tp: 106264; curr fp: 21140; curr fn: 47901; curr tn: 1332219; precision of pattern: 0.8182; tp, abs. recall of pattern: 26; pattern: ('DEP_compound', 'TOKEN_browns', '_AWORD'); pattern type: l1
len(selected_patterns):7691; curr precision: 0.8341; curr recall: 0.6894; curr f1: 0.7549; curr tp: 106280; curr fp: 21145; curr fn: 47885; curr tn: 1332214; precision of pattern: 0.8182; tp, abs. recall of pattern: 26; pattern: ('DEP_compound', 'TOKEN_wine', '_AWORD'); pattern type: l1
len(selected_patterns):7692; curr precision: 0.834; curr recall: 0.6894; curr f1: 0.7549; curr tp: 106284; curr fp: 21149; curr fn: 47881; curr tn: 1332210; precision of pattern: 0.8182; tp, abs. recall of pattern: 26; pattern: ('DEP_case', '_ATOKEN_buffet', 'TOKEN_for'); pattern type: l1
len(selected_patterns):7693; curr precision: 0.834; curr recall: 0.6894; curr f1: 0.7549; curr tp: 106287; curr fp: 21152; curr fn: 47878; curr tn: 1332207; precision of pattern: 0.8182; tp, abs. recall of pattern: 25; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_ice'); pattern type: l1
len(selected_patterns):7694; curr precision: 0.834; curr recall: 0.6895; curr f1: 0.7549; curr tp: 106296; curr fp: 21158; curr fn: 47869; curr tn: 1332201; precision of pattern: 0.8182; tp, abs. recall of pattern: 25; pattern: ('DEP_case', '_ATOKEN_beer', 'TOKEN_for'); pattern type: l1
len(selected_patterns):7695; curr precision: 0.8339; curr recall: 0.6896; curr f1: 0.7549; curr tp: 106310; curr fp: 21169; curr fn: 47855; curr tn: 1332190; precision of pattern: 0.8182; tp, abs. recall of pattern: 24; pattern: ('PROX_near2', '_ATOKEN_design', 'WORD'); pattern type: l1
len(selected_patterns):7696; curr precision: 0.834; curr recall: 0.6896; curr f1: 0.755; curr tp: 106317; curr fp: 21169; curr fn: 47848; curr tn: 1332190; precision of pattern: 0.8182; tp, abs. recall of pattern: 24; pattern: ('SRL_arg1', 'TOKEN_have', '_ATOKEN_seating'); pattern type: l1
len(selected_patterns):7697; curr precision: 0.8339; curr recall: 0.6897; curr f1: 0.755; curr tp: 106326; curr fp: 21179; curr fn: 47839; curr tn: 1332180; precision of pattern: 0.8182; tp, abs. recall of pattern: 24; pattern: ('SRL_arg2', 'WORD', '_ATOKEN_cuisine'); pattern type: l1
len(selected_patterns):7698; curr precision: 0.8338; curr recall: 0.6898; curr f1: 0.755; curr tp: 106346; curr fp: 21203; curr fn: 47819; curr tn: 1332156; precision of pattern: 0.8182; tp, abs. recall of pattern: 22; pattern: ('DEP_obl', 'TOKEN_came', '_ATOKEN_dinner'); pattern type: l1
len(selected_patterns):7699; curr precision: 0.8337; curr recall: 0.6899; curr f1: 0.755; curr tp: 106364; curr fp: 21218; curr fn: 47801; curr tn: 1332141; precision of pattern: 0.8182; tp, abs. recall of pattern: 22; pattern: ('PROX_near2', '_ATOKEN_sweet', 'TOKEN_sour'); pattern type: l1
len(selected_patterns):7700; curr precision: 0.8337; curr recall: 0.6899; curr f1: 0.755; curr tp: 106366; curr fp: 21218; curr fn: 47799; curr tn: 1332141; precision of pattern: 0.8182; tp, abs. recall of pattern: 20; pattern: ('PROX_near2', '_ATOKEN_spicy', 'TOKEN_roll'); pattern type: l1
len(selected_patterns):7701; curr precision: 0.8337; curr recall: 0.69; curr f1: 0.755; curr tp: 106368; curr fp: 21219; curr fn: 47797; curr tn: 1332140; precision of pattern: 0.8182; tp, abs. recall of pattern: 17; pattern: ('SRL_arg1', 'TOKEN_ordered', '_ATOKEN_meat'); pattern type: l1
len(selected_patterns):7702; curr precision: 0.8337; curr recall: 0.69; curr f1: 0.7551; curr tp: 106371; curr fp: 21220; curr fn: 47794; curr tn: 1332139; precision of pattern: 0.8182; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_kitchen'); pattern type: l1
len(selected_patterns):7703; curr precision: 0.8337; curr recall: 0.69; curr f1: 0.7551; curr tp: 106375; curr fp: 21225; curr fn: 47790; curr tn: 1332134; precision of pattern: 0.8182; tp, abs. recall of pattern: 12; pattern: ('SRL_none', 'TOKEN_.', '_ATOKEN_tables'); pattern type: l1
len(selected_patterns):7704; curr precision: 0.8335; curr recall: 0.6906; curr f1: 0.7553; curr tp: 106465; curr fp: 21266; curr fn: 47700; curr tn: 1332093; precision of pattern: 0.81; tp, abs. recall of pattern: 341; pattern: ('PROX_near1', '_ATOKEN_place', 'TOKEN_was'); pattern type: l1
len(selected_patterns):7705; curr precision: 0.8335; curr recall: 0.6908; curr f1: 0.7555; curr tp: 106503; curr fp: 21281; curr fn: 47662; curr tn: 1332078; precision of pattern: 0.8056; tp, abs. recall of pattern: 258; pattern: ('DEP_compound', 'WORD', '_ATOKEN_breakfast'); pattern type: l1
len(selected_patterns):7706; curr precision: 0.8335; curr recall: 0.6909; curr f1: 0.7555; curr tp: 106505; curr fp: 21281; curr fn: 47660; curr tn: 1332078; precision of pattern: 0.8095; tp, abs. recall of pattern: 255; pattern: _ATOKEN_bartender; pattern type: l0
len(selected_patterns):7707; curr precision: 0.8332; curr recall: 0.6915; curr f1: 0.7558; curr tp: 106611; curr fp: 21335; curr fn: 47554; curr tn: 1332024; precision of pattern: 0.8116; tp, abs. recall of pattern: 230; pattern: ('DEP_compound', 'TOKEN_service', '_ATOKEN_customer'); pattern type: l1
len(selected_patterns):7708; curr precision: 0.8332; curr recall: 0.6916; curr f1: 0.7559; curr tp: 106627; curr fp: 21345; curr fn: 47538; curr tn: 1332014; precision of pattern: 0.8108; tp, abs. recall of pattern: 120; pattern: ('DEP_amod', '_ATOKEN_beer', 'WORD'); pattern type: l1
len(selected_patterns):7709; curr precision: 0.8332; curr recall: 0.6917; curr f1: 0.7559; curr tp: 106634; curr fp: 21347; curr fn: 47531; curr tn: 1332012; precision of pattern: 0.8077; tp, abs. recall of pattern: 119; pattern: ('SRL_arg1', 'TOKEN_is', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):7710; curr precision: 0.8331; curr recall: 0.6918; curr f1: 0.7559; curr tp: 106646; curr fp: 21360; curr fn: 47519; curr tn: 1331999; precision of pattern: 0.8056; tp, abs. recall of pattern: 119; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_veggies'); pattern type: l1
len(selected_patterns):7711; curr precision: 0.8331; curr recall: 0.6919; curr f1: 0.756; curr tp: 106673; curr fp: 21365; curr fn: 47492; curr tn: 1331994; precision of pattern: 0.8125; tp, abs. recall of pattern: 112; pattern: ('DEP_compound', 'TOKEN_wrap', '_AWORD'); pattern type: l1
len(selected_patterns):7712; curr precision: 0.8331; curr recall: 0.692; curr f1: 0.756; curr tp: 106683; curr fp: 21373; curr fn: 47482; curr tn: 1331986; precision of pattern: 0.8125; tp, abs. recall of pattern: 111; pattern: ('DEP_punct', '_ATOKEN_meal', 'WORD'); pattern type: l1
len(selected_patterns):7713; curr precision: 0.8331; curr recall: 0.692; curr f1: 0.756; curr tp: 106688; curr fp: 21377; curr fn: 47477; curr tn: 1331982; precision of pattern: 0.8077; tp, abs. recall of pattern: 109; pattern: ('PROX_near2', 'WORD', '_ATOKEN_bean'); pattern type: l1
len(selected_patterns):7714; curr precision: 0.833; curr recall: 0.6921; curr f1: 0.756; curr tp: 106697; curr fp: 21388; curr fn: 47468; curr tn: 1331971; precision of pattern: 0.8125; tp, abs. recall of pattern: 95; pattern: ('DEP_conj', 'TOKEN_beef', '_AWORD'); pattern type: l1
len(selected_patterns):7715; curr precision: 0.833; curr recall: 0.6921; curr f1: 0.7561; curr tp: 106702; curr fp: 21394; curr fn: 47463; curr tn: 1331965; precision of pattern: 0.8095; tp, abs. recall of pattern: 92; pattern: ('DEP_compound', '_AWORD', 'TOKEN_bean'); pattern type: l1
len(selected_patterns):7716; curr precision: 0.8329; curr recall: 0.6923; curr f1: 0.7561; curr tp: 106730; curr fp: 21411; curr fn: 47435; curr tn: 1331948; precision of pattern: 0.8125; tp, abs. recall of pattern: 91; pattern: ('DEP_obj', 'WORD', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):7717; curr precision: 0.8329; curr recall: 0.6923; curr f1: 0.7561; curr tp: 106735; curr fp: 21413; curr fn: 47430; curr tn: 1331946; precision of pattern: 0.8125; tp, abs. recall of pattern: 84; pattern: _ATOKEN_lime; pattern type: l0
len(selected_patterns):7718; curr precision: 0.8329; curr recall: 0.6924; curr f1: 0.7562; curr tp: 106743; curr fp: 21420; curr fn: 47422; curr tn: 1331939; precision of pattern: 0.8077; tp, abs. recall of pattern: 80; pattern: ('DEP_conj', '_AWORD', 'TOKEN_bacon'); pattern type: l1
len(selected_patterns):7719; curr precision: 0.8328; curr recall: 0.6925; curr f1: 0.7562; curr tp: 106763; curr fp: 21428; curr fn: 47402; curr tn: 1331931; precision of pattern: 0.8125; tp, abs. recall of pattern: 76; pattern: _ATOKEN_tapas; pattern type: l0
len(selected_patterns):7720; curr precision: 0.8328; curr recall: 0.6925; curr f1: 0.7562; curr tp: 106765; curr fp: 21431; curr fn: 47400; curr tn: 1331928; precision of pattern: 0.8125; tp, abs. recall of pattern: 70; pattern: ('PROX_near2', 'TOKEN_,', '_ATOKEN_drinks'); pattern type: l1
len(selected_patterns):7721; curr precision: 0.8328; curr recall: 0.6925; curr f1: 0.7562; curr tp: 106766; curr fp: 21432; curr fn: 47399; curr tn: 1331927; precision of pattern: 0.8095; tp, abs. recall of pattern: 68; pattern: _ATOKEN_strawberry; pattern type: l0
len(selected_patterns):7722; curr precision: 0.8328; curr recall: 0.6926; curr f1: 0.7563; curr tp: 106776; curr fp: 21436; curr fn: 47389; curr tn: 1331923; precision of pattern: 0.8125; tp, abs. recall of pattern: 67; pattern: ('DEP_compound', 'WORD', '_ATOKEN_iced'); pattern type: l1
len(selected_patterns):7723; curr precision: 0.8328; curr recall: 0.6926; curr f1: 0.7563; curr tp: 106781; curr fp: 21439; curr fn: 47384; curr tn: 1331920; precision of pattern: 0.8125; tp, abs. recall of pattern: 58; pattern: _ATOKEN_ketchup; pattern type: l0
len(selected_patterns):7724; curr precision: 0.8328; curr recall: 0.6927; curr f1: 0.7563; curr tp: 106783; curr fp: 21442; curr fn: 47382; curr tn: 1331917; precision of pattern: 0.8095; tp, abs. recall of pattern: 55; pattern: ('DEP_conj', 'WORD', '_ATOKEN_meat'); pattern type: l1
len(selected_patterns):7725; curr precision: 0.8327; curr recall: 0.6927; curr f1: 0.7563; curr tp: 106794; curr fp: 21454; curr fn: 47371; curr tn: 1331905; precision of pattern: 0.8095; tp, abs. recall of pattern: 48; pattern: ('DEP_conj', 'TOKEN_cream', '_AWORD'); pattern type: l1
len(selected_patterns):7726; curr precision: 0.8327; curr recall: 0.6927; curr f1: 0.7563; curr tp: 106797; curr fp: 21455; curr fn: 47368; curr tn: 1331904; precision of pattern: 0.8125; tp, abs. recall of pattern: 46; pattern: ('DEP_punct', '_ATOKEN_breakfast', 'WORD'); pattern type: l1
len(selected_patterns):7727; curr precision: 0.8327; curr recall: 0.693; curr f1: 0.7564; curr tp: 106832; curr fp: 21469; curr fn: 47333; curr tn: 1331890; precision of pattern: 0.8125; tp, abs. recall of pattern: 45; pattern: ('SRL_arg1', 'TOKEN_are', '_ATOKEN_tables'); pattern type: l1
len(selected_patterns):7728; curr precision: 0.8325; curr recall: 0.6931; curr f1: 0.7564; curr tp: 106847; curr fp: 21492; curr fn: 47318; curr tn: 1331867; precision of pattern: 0.8125; tp, abs. recall of pattern: 42; pattern: ('DEP_amod', '_AWORD', 'TOKEN_dirty'); pattern type: l1
len(selected_patterns):7729; curr precision: 0.8324; curr recall: 0.6931; curr f1: 0.7564; curr tp: 106858; curr fp: 21510; curr fn: 47307; curr tn: 1331849; precision of pattern: 0.8095; tp, abs. recall of pattern: 42; pattern: ('DEP_amod', 'TOKEN_salmon', '_AWORD'); pattern type: l1
len(selected_patterns):7730; curr precision: 0.8323; curr recall: 0.6933; curr f1: 0.7565; curr tp: 106884; curr fp: 21536; curr fn: 47281; curr tn: 1331823; precision of pattern: 0.8125; tp, abs. recall of pattern: 38; pattern: ('SRL_none', 'TOKEN_.', '_ATOKEN_lunch'); pattern type: l1
len(selected_patterns):7731; curr precision: 0.832; curr recall: 0.6946; curr f1: 0.7571; curr tp: 107078; curr fp: 21614; curr fn: 47087; curr tn: 1331745; precision of pattern: 0.7955; tp, abs. recall of pattern: 660; pattern: ('DEP_compound', 'TOKEN_sauce', '_AWORD'); pattern type: l1
len(selected_patterns):7732; curr precision: 0.8317; curr recall: 0.6949; curr f1: 0.7572; curr tp: 107126; curr fp: 21677; curr fn: 47039; curr tn: 1331682; precision of pattern: 0.7966; tp, abs. recall of pattern: 362; pattern: ('DEP_amod', '_AWORD', 'TOKEN_spicy'); pattern type: l1
len(selected_patterns):7733; curr precision: 0.8316; curr recall: 0.6953; curr f1: 0.7574; curr tp: 107191; curr fp: 21705; curr fn: 46974; curr tn: 1331654; precision of pattern: 0.803; tp, abs. recall of pattern: 223; pattern: ('DEP_nmod', 'TOKEN_selection', '_AWORD'); pattern type: l1
len(selected_patterns):7734; curr precision: 0.8315; curr recall: 0.6957; curr f1: 0.7575; curr tp: 107250; curr fp: 21741; curr fn: 46915; curr tn: 1331618; precision of pattern: 0.7959; tp, abs. recall of pattern: 203; pattern: ('DEP_compound', 'WORD', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):7735; curr precision: 0.8313; curr recall: 0.696; curr f1: 0.7577; curr tp: 107304; curr fp: 21782; curr fn: 46861; curr tn: 1331577; precision of pattern: 0.7955; tp, abs. recall of pattern: 171; pattern: ('DEP_compound', 'TOKEN_options', '_AWORD'); pattern type: l1
len(selected_patterns):7736; curr precision: 0.8311; curr recall: 0.6967; curr f1: 0.758; curr tp: 107412; curr fp: 21827; curr fn: 46753; curr tn: 1331532; precision of pattern: 0.8; tp, abs. recall of pattern: 167; pattern: ('SRL_none', 'TOKEN_.', '_ATOKEN_place'); pattern type: l1
len(selected_patterns):7737; curr precision: 0.8311; curr recall: 0.6969; curr f1: 0.7581; curr tp: 107431; curr fp: 21835; curr fn: 46734; curr tn: 1331524; precision of pattern: 0.7955; tp, abs. recall of pattern: 163; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):7738; curr precision: 0.831; curr recall: 0.6969; curr f1: 0.7581; curr tp: 107444; curr fp: 21847; curr fn: 46721; curr tn: 1331512; precision of pattern: 0.8; tp, abs. recall of pattern: 162; pattern: ('DEP_det', '_ATOKEN_menu', 'TOKEN_a'); pattern type: l1
len(selected_patterns):7739; curr precision: 0.831; curr recall: 0.697; curr f1: 0.7581; curr tp: 107456; curr fp: 21859; curr fn: 46709; curr tn: 1331500; precision of pattern: 0.8039; tp, abs. recall of pattern: 157; pattern: ('PROX_near2', '_ATOKEN_beers', 'WORD'); pattern type: l1
len(selected_patterns):7740; curr precision: 0.8309; curr recall: 0.697; curr f1: 0.7581; curr tp: 107460; curr fp: 21865; curr fn: 46705; curr tn: 1331494; precision of pattern: 0.8; tp, abs. recall of pattern: 126; pattern: ('DEP_det', '_ATOKEN_selection', 'TOKEN_the'); pattern type: l1
len(selected_patterns):7741; curr precision: 0.8307; curr recall: 0.6972; curr f1: 0.7581; curr tp: 107487; curr fp: 21900; curr fn: 46678; curr tn: 1331459; precision of pattern: 0.8; tp, abs. recall of pattern: 121; pattern: ('DEP_compound', '_AWORD', 'TOKEN_seafood'); pattern type: l1
len(selected_patterns):7742; curr precision: 0.8307; curr recall: 0.6973; curr f1: 0.7582; curr tp: 107501; curr fp: 21909; curr fn: 46664; curr tn: 1331450; precision of pattern: 0.8; tp, abs. recall of pattern: 105; pattern: ('DEP_conj', 'TOKEN_beans', '_AWORD'); pattern type: l1
len(selected_patterns):7743; curr precision: 0.8307; curr recall: 0.6973; curr f1: 0.7582; curr tp: 107505; curr fp: 21910; curr fn: 46660; curr tn: 1331449; precision of pattern: 0.8; tp, abs. recall of pattern: 96; pattern: ('DEP_root', 'WORD', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):7744; curr precision: 0.8306; curr recall: 0.6974; curr f1: 0.7582; curr tp: 107514; curr fp: 21923; curr fn: 46651; curr tn: 1331436; precision of pattern: 0.8; tp, abs. recall of pattern: 94; pattern: ('DEP_conj', '_AWORD', 'TOKEN_soup'); pattern type: l1
len(selected_patterns):7745; curr precision: 0.8306; curr recall: 0.6975; curr f1: 0.7582; curr tp: 107527; curr fp: 21933; curr fn: 46638; curr tn: 1331426; precision of pattern: 0.8; tp, abs. recall of pattern: 82; pattern: ('DEP_amod', '_AWORD', 'TOKEN_orange'); pattern type: l1
len(selected_patterns):7746; curr precision: 0.8306; curr recall: 0.6975; curr f1: 0.7582; curr tp: 107530; curr fp: 21937; curr fn: 46635; curr tn: 1331422; precision of pattern: 0.8; tp, abs. recall of pattern: 79; pattern: ('DEP_det', '_ATOKEN_ingredients', 'TOKEN_the'); pattern type: l1
