len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OSYNSET('PERFECT.A.01'); pattern type: l0
len(selected_patterns):1592; curr precision: 0.725; curr recall: 0.5633; curr f1: 0.634; curr tp: 61482; curr fp: 23318; curr fn: 47669; curr tn: 1539860; precision of pattern: 0.7143; tp, abs. recall of pattern: 12; pattern: ('SRL_argm-cau', 'POS_VBZ', "_OSYNSET('SMALL.A.01')"); pattern type: l1
len(selected_patterns):1593; curr precision: 0.724; curr recall: 0.5643; curr f1: 0.6342; curr tp: 61591; curr fp: 23475; curr fn: 47560; curr tn: 1539703; precision of pattern: 0.7024; tp, abs. recall of pattern: 1315; pattern: ('PROX_near2', "SYNSET('EQUAL.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1594; curr precision: 0.7236; curr recall: 0.5646; curr f1: 0.6343; curr tp: 61623; curr fp: 23537; curr fn: 47528; curr tn: 1539641; precision of pattern: 0.7018; tp, abs. recall of pattern: 358; pattern: ('PROX_near1', '_OPOS_J', 'POS_VBG'); pattern type: l1
len(selected_patterns):1595; curr precision: 0.7231; curr recall: 0.565; curr f1: 0.6343; curr tp: 61668; curr fp: 23615; curr fn: 47483; curr tn: 1539563; precision of pattern: 0.6957; tp, abs. recall of pattern: 259; pattern: ('PROX_near1', "SYNSET('EXPERIENCE.V.03')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1596; curr precision: 0.7228; curr recall: 0.5654; curr f1: 0.6345; curr tp: 61715; curr fp: 23669; curr fn: 47436; curr tn: 1539509; precision of pattern: 0.697; tp, abs. recall of pattern: 249; pattern: ('PROX_near2', "SYNSET('BESIDES.R.02')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1597; curr precision: 0.7228; curr recall: 0.5654; curr f1: 0.6345; curr tp: 61718; curr fp: 23671; curr fn: 47433; curr tn: 1539507; precision of pattern: 0.7018; tp, abs. recall of pattern: 193; pattern: ('DEP_conj', "SYNSET('BE.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1598; curr precision: 0.7227; curr recall: 0.5656; curr f1: 0.6346; curr tp: 61734; curr fp: 23689; curr fn: 47417; curr tn: 1539489; precision of pattern: 0.7027; tp, abs. recall of pattern: 146; pattern: ('PROX_near2', "SYNSET('NICE.A.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1599; curr precision: 0.7226; curr recall: 0.5657; curr f1: 0.6346; curr tp: 61744; curr fp: 23708; curr fn: 47407; curr tn: 1539470; precision of pattern: 0.7037; tp, abs. recall of pattern: 93; pattern: ('PROX_near2', "SYNSET('HOWEVER.R.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1600; curr precision: 0.7225; curr recall: 0.5657; curr f1: 0.6346; curr tp: 61751; curr fp: 23720; curr fn: 47400; curr tn: 1539458; precision of pattern: 0.7037; tp, abs. recall of pattern: 81; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('EVEN.R.04')"); pattern type: l1
len(selected_patterns):1601; curr precision: 0.7225; curr recall: 0.5657; curr f1: 0.6346; curr tp: 61752; curr fp: 23722; curr fn: 47399; curr tn: 1539456; precision of pattern: 0.7037; tp, abs. recall of pattern: 77; pattern: ('DEP_obl', '_OPOS_J', "SYNSET('PERSON.N.01')"); pattern type: l1
len(selected_patterns):1602; curr precision: 0.7224; curr recall: 0.5658; curr f1: 0.6346; curr tp: 61758; curr fp: 23732; curr fn: 47393; curr tn: 1539446; precision of pattern: 0.6957; tp, abs. recall of pattern: 53; pattern: ('DEP_acl:relcl', '_OPOS_J', 'POS_VBN'); pattern type: l1
len(selected_patterns):1603; curr precision: 0.7225; curr recall: 0.5662; curr f1: 0.6349; curr tp: 61805; curr fp: 23741; curr fn: 47346; curr tn: 1539437; precision of pattern: 0.7; tp, abs. recall of pattern: 50; pattern: ('DEP_obj', "SYNSET('SLEEP_TOGETHER.V.01')", "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1604; curr precision: 0.7225; curr recall: 0.5663; curr f1: 0.6349; curr tp: 61810; curr fp: 23744; curr fn: 47341; curr tn: 1539434; precision of pattern: 0.7; tp, abs. recall of pattern: 48; pattern: ('DEP_aux', "SYNSET('WORK.V.01')", "_OSYNSET('PRACTICE.V.01')"); pattern type: l1
len(selected_patterns):1605; curr precision: 0.7224; curr recall: 0.5665; curr f1: 0.635; curr tp: 61838; curr fp: 23762; curr fn: 47313; curr tn: 1539416; precision of pattern: 0.7; tp, abs. recall of pattern: 43; pattern: ('PROX_near1', "_OSYNSET('SMALL.A.01')", "SYNSET('DEVICE.N.01')"); pattern type: l1
len(selected_patterns):1606; curr precision: 0.7223; curr recall: 0.5666; curr f1: 0.6351; curr tp: 61845; curr fp: 23774; curr fn: 47306; curr tn: 1539404; precision of pattern: 0.7; tp, abs. recall of pattern: 34; pattern: ('PROX_near2', 'POS_VBP', "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1607; curr precision: 0.7223; curr recall: 0.5667; curr f1: 0.6351; curr tp: 61853; curr fp: 23781; curr fn: 47298; curr tn: 1539397; precision of pattern: 0.7; tp, abs. recall of pattern: 29; pattern: ('DEP_nsubj', "_OSYNSET('CONTENT.N.05')", 'POS_NN'); pattern type: l1
len(selected_patterns):1608; curr precision: 0.7222; curr recall: 0.5668; curr f1: 0.6351; curr tp: 61862; curr fp: 23796; curr fn: 47289; curr tn: 1539382; precision of pattern: 0.7; tp, abs. recall of pattern: 26; pattern: ('PROX_near1', "SYNSET('DEVICE.N.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1609; curr precision: 0.7222; curr recall: 0.5668; curr f1: 0.6351; curr tp: 61868; curr fp: 23797; curr fn: 47283; curr tn: 1539381; precision of pattern: 0.7; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', "SYNSET('CHANGE.V.02')", "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1610; curr precision: 0.7214; curr recall: 0.5691; curr f1: 0.6363; curr tp: 62117; curr fp: 23989; curr fn: 47034; curr tn: 1539189; precision of pattern: 0.6909; tp, abs. recall of pattern: 546; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('DOOR.N.01')"); pattern type: l1
len(selected_patterns):1611; curr precision: 0.7208; curr recall: 0.5723; curr f1: 0.638; curr tp: 62468; curr fp: 24192; curr fn: 46683; curr tn: 1538986; precision of pattern: 0.6905; tp, abs. recall of pattern: 406; pattern: ('SRL_argm-mnr', "SYNSET('CAPTURE.V.02')", '_OPOS_R'); pattern type: l1
len(selected_patterns):1612; curr precision: 0.7207; curr recall: 0.5735; curr f1: 0.6387; curr tp: 62597; curr fp: 24259; curr fn: 46554; curr tn: 1538919; precision of pattern: 0.6897; tp, abs. recall of pattern: 152; pattern: ('PROX_near1', "_OSYNSET('CHANGE.V.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1613; curr precision: 0.7207; curr recall: 0.5735; curr f1: 0.6387; curr tp: 62603; curr fp: 24266; curr fn: 46548; curr tn: 1538912; precision of pattern: 0.6923; tp, abs. recall of pattern: 57; pattern: ('SRL_arg1', "SYNSET('SLEEP_TOGETHER.V.01')", "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1614; curr precision: 0.7207; curr recall: 0.5736; curr f1: 0.6388; curr tp: 62614; curr fp: 24270; curr fn: 46537; curr tn: 1538908; precision of pattern: 0.6875; tp, abs. recall of pattern: 47; pattern: ('SRL_argm-mnr', 'POS_NNS', '_OPOS_J'); pattern type: l1
len(selected_patterns):1615; curr precision: 0.7206; curr recall: 0.5737; curr f1: 0.6388; curr tp: 62617; curr fp: 24274; curr fn: 46534; curr tn: 1538904; precision of pattern: 0.6923; tp, abs. recall of pattern: 30; pattern: ('DEP_obj', "SYNSET('EXPERIENCE.V.03')", "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1616; curr precision: 0.7205; curr recall: 0.5738; curr f1: 0.6388; curr tp: 62635; curr fp: 24301; curr fn: 46516; curr tn: 1538877; precision of pattern: 0.6923; tp, abs. recall of pattern: 28; pattern: ('DEP_conj', "_OSYNSET('DESIRE.V.01')", 'POS_JJ'); pattern type: l1
len(selected_patterns):1617; curr precision: 0.7204; curr recall: 0.5741; curr f1: 0.639; curr tp: 62661; curr fp: 24316; curr fn: 46490; curr tn: 1538862; precision of pattern: 0.6875; tp, abs. recall of pattern: 26; pattern: ('PROX_near2', "_OSYNSET('INFORM.V.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1618; curr precision: 0.7204; curr recall: 0.5741; curr f1: 0.639; curr tp: 62662; curr fp: 24318; curr fn: 46489; curr tn: 1538860; precision of pattern: 0.6759; tp, abs. recall of pattern: 757; pattern: ('PROX_near1', 'POS_RBR', '_OPOS_J'); pattern type: l1
len(selected_patterns):1619; curr precision: 0.7203; curr recall: 0.5742; curr f1: 0.639; curr tp: 62670; curr fp: 24333; curr fn: 46481; curr tn: 1538845; precision of pattern: 0.6825; tp, abs. recall of pattern: 529; pattern: ('DEP_conj', 'POS_VB', '_OPOS_J'); pattern type: l1
len(selected_patterns):1620; curr precision: 0.7203; curr recall: 0.5742; curr f1: 0.639; curr tp: 62675; curr fp: 24340; curr fn: 46476; curr tn: 1538838; precision of pattern: 0.6812; tp, abs. recall of pattern: 231; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('EASY.A.03')"); pattern type: l1
len(selected_patterns):1621; curr precision: 0.7203; curr recall: 0.5743; curr f1: 0.6391; curr tp: 62687; curr fp: 24346; curr fn: 46464; curr tn: 1538832; precision of pattern: 0.6765; tp, abs. recall of pattern: 201; pattern: ('PROX_near2', "SYNSET('FAST.A.03')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1622; curr precision: 0.7202; curr recall: 0.5744; curr f1: 0.6391; curr tp: 62698; curr fp: 24363; curr fn: 46453; curr tn: 1538815; precision of pattern: 0.6757; tp, abs. recall of pattern: 140; pattern: ('SRL_arg0', '_OPOS_J', 'POS_NN'); pattern type: l1
len(selected_patterns):1623; curr precision: 0.7198; curr recall: 0.5753; curr f1: 0.6395; curr tp: 62800; curr fp: 24445; curr fn: 46351; curr tn: 1538733; precision of pattern: 0.6809; tp, abs. recall of pattern: 115; pattern: ('SRL_argm-mnr', "SYNSET('SUCCEED.V.01')", '_OPOS_R'); pattern type: l1
len(selected_patterns):1624; curr precision: 0.7197; curr recall: 0.5754; curr f1: 0.6395; curr tp: 62808; curr fp: 24457; curr fn: 46343; curr tn: 1538721; precision of pattern: 0.6829; tp, abs. recall of pattern: 91; pattern: ('DEP_punct', "_OSYNSET('DIFFICULTY.N.03')", 'WORD'); pattern type: l1
len(selected_patterns):1625; curr precision: 0.7197; curr recall: 0.5759; curr f1: 0.6398; curr tp: 62859; curr fp: 24483; curr fn: 46292; curr tn: 1538695; precision of pattern: 0.68; tp, abs. recall of pattern: 87; pattern: ('DEP_aux', "_OSYNSET('DESIRE.V.01')", "SYNSET('SATISFY.V.01')"); pattern type: l1
len(selected_patterns):1626; curr precision: 0.7195; curr recall: 0.5762; curr f1: 0.6399; curr tp: 62890; curr fp: 24523; curr fn: 46261; curr tn: 1538655; precision of pattern: 0.6774; tp, abs. recall of pattern: 47; pattern: ('DEP_aux', "_OSYNSET('DESIRE.V.01')", "SYNSET('PRACTICE.V.01')"); pattern type: l1
len(selected_patterns):1627; curr precision: 0.719; curr recall: 0.5769; curr f1: 0.6401; curr tp: 62967; curr fp: 24612; curr fn: 46184; curr tn: 1538566; precision of pattern: 0.6683; tp, abs. recall of pattern: 641; pattern: ('DEP_amod', "SYNSET('DOOR.N.01')", '_OWORD'); pattern type: l1
len(selected_patterns):1628; curr precision: 0.7189; curr recall: 0.5789; curr f1: 0.6413; curr tp: 63187; curr fp: 24708; curr fn: 45964; curr tn: 1538470; precision of pattern: 0.6728; tp, abs. recall of pattern: 444; pattern: ('DEP_obj', "_OSYNSET('DESIRE.V.01')", 'POS_NN'); pattern type: l1
len(selected_patterns):1629; curr precision: 0.7189; curr recall: 0.5789; curr f1: 0.6414; curr tp: 63191; curr fp: 24713; curr fn: 45960; curr tn: 1538465; precision of pattern: 0.6667; tp, abs. recall of pattern: 116; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('FAST.A.03')"); pattern type: l1
len(selected_patterns):1630; curr precision: 0.7186; curr recall: 0.5799; curr f1: 0.6418; curr tp: 63292; curr fp: 24785; curr fn: 45859; curr tn: 1538393; precision of pattern: 0.6667; tp, abs. recall of pattern: 102; pattern: ('SRL_argm-neg', "SYNSET('CHANGE.V.01')", "_OSYNSET('NOT.R.01')"); pattern type: l1
len(selected_patterns):1631; curr precision: 0.7184; curr recall: 0.58; curr f1: 0.6418; curr tp: 63305; curr fp: 24811; curr fn: 45846; curr tn: 1538367; precision of pattern: 0.6667; tp, abs. recall of pattern: 95; pattern: ('SRL_arg2', "SYNSET('LEAVE.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1632; curr precision: 0.7183; curr recall: 0.5801; curr f1: 0.6418; curr tp: 63316; curr fp: 24832; curr fn: 45835; curr tn: 1538346; precision of pattern: 0.6667; tp, abs. recall of pattern: 60; pattern: ('PROX_near2', 'POS_VBP', "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1633; curr precision: 0.7181; curr recall: 0.5803; curr f1: 0.6419; curr tp: 63336; curr fp: 24863; curr fn: 45815; curr tn: 1538315; precision of pattern: 0.6667; tp, abs. recall of pattern: 59; pattern: ('DEP_aux:pass', "_OSYNSET('CHANGE.V.02')", 'WORD'); pattern type: l1
len(selected_patterns):1634; curr precision: 0.718; curr recall: 0.5806; curr f1: 0.6421; curr tp: 63378; curr fp: 24889; curr fn: 45773; curr tn: 1538289; precision of pattern: 0.6667; tp, abs. recall of pattern: 46; pattern: ('DEP_amod', 'POS_NN', "_OSYNSET('CHANGE.V.01')"); pattern type: l1
len(selected_patterns):1635; curr precision: 0.718; curr recall: 0.5807; curr f1: 0.6421; curr tp: 63383; curr fp: 24898; curr fn: 45768; curr tn: 1538280; precision of pattern: 0.6667; tp, abs. recall of pattern: 41; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('EVEN.R.03')"); pattern type: l1
len(selected_patterns):1636; curr precision: 0.7178; curr recall: 0.5809; curr f1: 0.6421; curr tp: 63405; curr fp: 24925; curr fn: 45746; curr tn: 1538253; precision of pattern: 0.6667; tp, abs. recall of pattern: 33; pattern: ('DEP_aux', "_OSYNSET('CHANGE.V.01')", 'POS_VBZ'); pattern type: l1
len(selected_patterns):1637; curr precision: 0.7177; curr recall: 0.5812; curr f1: 0.6423; curr tp: 63437; curr fp: 24952; curr fn: 45714; curr tn: 1538226; precision of pattern: 0.6667; tp, abs. recall of pattern: 32; pattern: ('PROX_near1', "_OSYNSET('NOT.R.01')", "SYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):1638; curr precision: 0.7176; curr recall: 0.5814; curr f1: 0.6423; curr tp: 63455; curr fp: 24966; curr fn: 45696; curr tn: 1538212; precision of pattern: 0.6667; tp, abs. recall of pattern: 31; pattern: ('DEP_obj', 'POS_VBD', "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1639; curr precision: 0.7176; curr recall: 0.5814; curr f1: 0.6424; curr tp: 63465; curr fp: 24978; curr fn: 45686; curr tn: 1538200; precision of pattern: 0.6667; tp, abs. recall of pattern: 31; pattern: ('DEP_nmod', 'POS_CD', '_OPOS_J'); pattern type: l1
len(selected_patterns):1640; curr precision: 0.7176; curr recall: 0.5815; curr f1: 0.6424; curr tp: 63470; curr fp: 24983; curr fn: 45681; curr tn: 1538195; precision of pattern: 0.6667; tp, abs. recall of pattern: 30; pattern: ('PROX_near2', "SYNSET('INTERACT.V.01')", "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):1641; curr precision: 0.7175; curr recall: 0.5816; curr f1: 0.6425; curr tp: 63486; curr fp: 24994; curr fn: 45665; curr tn: 1538184; precision of pattern: 0.6667; tp, abs. recall of pattern: 30; pattern: ('DEP_aux:pass', "_OSYNSET('CHANGE.V.01')", 'POS_VBZ'); pattern type: l1
len(selected_patterns):1642; curr precision: 0.7175; curr recall: 0.5817; curr f1: 0.6425; curr tp: 63488; curr fp: 24997; curr fn: 45663; curr tn: 1538181; precision of pattern: 0.6667; tp, abs. recall of pattern: 30; pattern: ('DEP_advmod', "SYNSET('TRAVEL.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1643; curr precision: 0.7175; curr recall: 0.5817; curr f1: 0.6425; curr tp: 63496; curr fp: 25006; curr fn: 45655; curr tn: 1538172; precision of pattern: 0.6667; tp, abs. recall of pattern: 24; pattern: ('SRL_arg1', "_OSYNSET('CHANGE.V.01')", "SYNSET('CONSEQUENCE.N.01')"); pattern type: l1
len(selected_patterns):1644; curr precision: 0.7174; curr recall: 0.5817; curr f1: 0.6425; curr tp: 63498; curr fp: 25010; curr fn: 45653; curr tn: 1538168; precision of pattern: 0.6667; tp, abs. recall of pattern: 23; pattern: ('PROX_near1', '_OPOS_J', 'POS_NFP'); pattern type: l1
len(selected_patterns):1645; curr precision: 0.7174; curr recall: 0.5819; curr f1: 0.6426; curr tp: 63514; curr fp: 25022; curr fn: 45637; curr tn: 1538156; precision of pattern: 0.6667; tp, abs. recall of pattern: 23; pattern: ('DEP_xcomp', "_OSYNSET('DESIRE.V.01')", 'POS_VBG'); pattern type: l1
len(selected_patterns):1646; curr precision: 0.7174; curr recall: 0.5819; curr f1: 0.6426; curr tp: 63516; curr fp: 25026; curr fn: 45635; curr tn: 1538152; precision of pattern: 0.6667; tp, abs. recall of pattern: 23; pattern: ('PROX_near2', "_OSYNSET('DESIRE.V.01')", 'POS_CD'); pattern type: l1
len(selected_patterns):1647; curr precision: 0.7173; curr recall: 0.582; curr f1: 0.6426; curr tp: 63521; curr fp: 25036; curr fn: 45630; curr tn: 1538142; precision of pattern: 0.6667; tp, abs. recall of pattern: 22; pattern: ('DEP_csubj', '_OWORD', "SYNSET('EXPERIENCE.V.03')"); pattern type: l1
len(selected_patterns):1648; curr precision: 0.7173; curr recall: 0.582; curr f1: 0.6426; curr tp: 63525; curr fp: 25042; curr fn: 45626; curr tn: 1538136; precision of pattern: 0.6667; tp, abs. recall of pattern: 21; pattern: ('DEP_conj', "_OSYNSET('DESIRE.V.01')", 'POS_VBZ'); pattern type: l1
len(selected_patterns):1649; curr precision: 0.7172; curr recall: 0.5821; curr f1: 0.6426; curr tp: 63532; curr fp: 25047; curr fn: 45619; curr tn: 1538131; precision of pattern: 0.6667; tp, abs. recall of pattern: 19; pattern: ('PROX_near2', '_OPOS_J', "SYNSET('ASSAULT.N.02')"); pattern type: l1
len(selected_patterns):1650; curr precision: 0.7172; curr recall: 0.5821; curr f1: 0.6426; curr tp: 63533; curr fp: 25047; curr fn: 45618; curr tn: 1538131; precision of pattern: 0.6667; tp, abs. recall of pattern: 18; pattern: ('SRL_argm-loc', "_OSYNSET('DESIRE.V.01')", 'WORD'); pattern type: l1
len(selected_patterns):1651; curr precision: 0.7172; curr recall: 0.5821; curr f1: 0.6426; curr tp: 63536; curr fp: 25052; curr fn: 45615; curr tn: 1538126; precision of pattern: 0.6667; tp, abs. recall of pattern: 18; pattern: ('SRL_arg1', "SYNSET('STAY.V.01')", "_OSYNSET('CONTENT.N.05')"); pattern type: l1
len(selected_patterns):1652; curr precision: 0.7172; curr recall: 0.5821; curr f1: 0.6427; curr tp: 63541; curr fp: 25053; curr fn: 45610; curr tn: 1538125; precision of pattern: 0.6667; tp, abs. recall of pattern: 17; pattern: ('SRL_argm-prd', "SYNSET('SUCCEED.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1653; curr precision: 0.7172; curr recall: 0.5822; curr f1: 0.6427; curr tp: 63543; curr fp: 25053; curr fn: 45608; curr tn: 1538125; precision of pattern: 0.6667; tp, abs. recall of pattern: 16; pattern: ('PROX_near2', 'POS_VBZ', "_OSYNSET('DESIRE.V.01')"); pattern type: l1
len(selected_patterns):1654; curr precision: 0.7172; curr recall: 0.5823; curr f1: 0.6427; curr tp: 63556; curr fp: 25065; curr fn: 45595; curr tn: 1538113; precision of pattern: 0.6667; tp, abs. recall of pattern: 16; pattern: ('PROX_near1', "_OSYNSET('NOT.R.01')", "SYNSET('SUPPLY.V.01')"); pattern type: l1
len(selected_patterns):1655; curr precision: 0.7171; curr recall: 0.5823; curr f1: 0.6427; curr tp: 63562; curr fp: 25070; curr fn: 45589; curr tn: 1538108; precision of pattern: 0.6667; tp, abs. recall of pattern: 15; pattern: ('PROX_near1', 'POS_VB', "_OSYNSET('SMALL.A.01')"); pattern type: l1
len(selected_patterns):1656; curr precision: 0.717; curr recall: 0.5825; curr f1: 0.6428; curr tp: 63575; curr fp: 25087; curr fn: 45576; curr tn: 1538091; precision of pattern: 0.6667; tp, abs. recall of pattern: 15; pattern: ('SRL_argm-mnr', "SYNSET('SUPPLY.V.01')", '_OPOS_R'); pattern type: l1
len(selected_patterns):1657; curr precision: 0.717; curr recall: 0.5825; curr f1: 0.6428; curr tp: 63579; curr fp: 25091; curr fn: 45572; curr tn: 1538087; precision of pattern: 0.6667; tp, abs. recall of pattern: 15; pattern: ('SRL_verb', 'POS_NN', "_OSYNSET('DESIRE.V.01')"); pattern type: l1
len(selected_patterns):1658; curr precision: 0.717; curr recall: 0.5825; curr f1: 0.6428; curr tp: 63585; curr fp: 25095; curr fn: 45566; curr tn: 1538083; precision of pattern: 0.6667; tp, abs. recall of pattern: 14; pattern: ('DEP_advmod', "_OSYNSET('DESIRE.V.01')", "SYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):1659; curr precision: 0.717; curr recall: 0.5826; curr f1: 0.6428; curr tp: 63588; curr fp: 25098; curr fn: 45563; curr tn: 1538080; precision of pattern: 0.6667; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', "SYNSET('DESIRE.V.01')", "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1660; curr precision: 0.717; curr recall: 0.5827; curr f1: 0.6429; curr tp: 63601; curr fp: 25099; curr fn: 45550; curr tn: 1538079; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: ('SRL_none', 'WORD', "_OSYNSET('MOVE.V.02')"); pattern type: l1
len(selected_patterns):1661; curr precision: 0.717; curr recall: 0.5827; curr f1: 0.6429; curr tp: 63602; curr fp: 25100; curr fn: 45549; curr tn: 1538078; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: ('DEP_advcl', "SYNSET('EXPLOIT.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1662; curr precision: 0.717; curr recall: 0.5827; curr f1: 0.6429; curr tp: 63606; curr fp: 25101; curr fn: 45545; curr tn: 1538077; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: ('DEP_csubj', '_OWORD', "SYNSET('UNDERSTAND.V.01')"); pattern type: l1
len(selected_patterns):1663; curr precision: 0.717; curr recall: 0.5827; curr f1: 0.643; curr tp: 63607; curr fp: 25101; curr fn: 45544; curr tn: 1538077; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: ('SRL_arg1', "SYNSET('LOVE.V.01')", "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1664; curr precision: 0.717; curr recall: 0.5828; curr f1: 0.643; curr tp: 63610; curr fp: 25104; curr fn: 45541; curr tn: 1538074; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: ('DEP_compound:prt', '_OPOS_J', 'POS_RP'); pattern type: l1
len(selected_patterns):1665; curr precision: 0.717; curr recall: 0.5829; curr f1: 0.643; curr tp: 63620; curr fp: 25115; curr fn: 45531; curr tn: 1538063; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: ('DEP_nsubj:pass', "_OSYNSET('EXPECT.V.03')", 'WORD'); pattern type: l1
len(selected_patterns):1666; curr precision: 0.717; curr recall: 0.5829; curr f1: 0.643; curr tp: 63621; curr fp: 25116; curr fn: 45530; curr tn: 1538062; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: ('DEP_acl', "_OSYNSET('DIFFICULTY.N.03')", 'POS_VB'); pattern type: l1
len(selected_patterns):1667; curr precision: 0.717; curr recall: 0.5829; curr f1: 0.643; curr tp: 63623; curr fp: 25117; curr fn: 45528; curr tn: 1538061; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: ('DEP_advmod', 'WORD', "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):1668; curr precision: 0.7169; curr recall: 0.5829; curr f1: 0.643; curr tp: 63625; curr fp: 25119; curr fn: 45526; curr tn: 1538059; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: ('DEP_conj', "_OSYNSET('DESIRE.V.01')", 'POS_VBG'); pattern type: l1
len(selected_patterns):1669; curr precision: 0.7167; curr recall: 0.5832; curr f1: 0.6431; curr tp: 63655; curr fp: 25162; curr fn: 45496; curr tn: 1538016; precision of pattern: 0.6573; tp, abs. recall of pattern: 486; pattern: ('PROX_near1', "_OSYNSET('DESIRE.V.01')", 'POS_DT'); pattern type: l1
len(selected_patterns):1670; curr precision: 0.7163; curr recall: 0.5839; curr f1: 0.6434; curr tp: 63735; curr fp: 25243; curr fn: 45416; curr tn: 1537935; precision of pattern: 0.6575; tp, abs. recall of pattern: 182; pattern: ('PROX_near1', "SYNSET('SLEEP_TOGETHER.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1671; curr precision: 0.7158; curr recall: 0.5846; curr f1: 0.6436; curr tp: 63805; curr fp: 25332; curr fn: 45346; curr tn: 1537846; precision of pattern: 0.6585; tp, abs. recall of pattern: 82; pattern: ('SRL_argm-mnr', "SYNSET('USE.V.01')", '_OPOS_R'); pattern type: l1
len(selected_patterns):1672; curr precision: 0.7148; curr recall: 0.5856; curr f1: 0.6437; curr tp: 63915; curr fp: 25505; curr fn: 45236; curr tn: 1537673; precision of pattern: 0.649; tp, abs. recall of pattern: 696; pattern: ('DEP_root', 'WORD', "_OSYNSET('DESIRE.V.01')"); pattern type: l1
len(selected_patterns):1673; curr precision: 0.7141; curr recall: 0.5861; curr f1: 0.6438; curr tp: 63977; curr fp: 25613; curr fn: 45174; curr tn: 1537565; precision of pattern: 0.6479; tp, abs. recall of pattern: 380; pattern: ('DEP_amod', 'POS_JJ', '_OWORD'); pattern type: l1
len(selected_patterns):1674; curr precision: 0.7139; curr recall: 0.5867; curr f1: 0.6441; curr tp: 64039; curr fp: 25660; curr fn: 45112; curr tn: 1537518; precision of pattern: 0.6522; tp, abs. recall of pattern: 277; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('SMALL.A.01')"); pattern type: l1
len(selected_patterns):1675; curr precision: 0.7136; curr recall: 0.587; curr f1: 0.6442; curr tp: 64074; curr fp: 25713; curr fn: 45077; curr tn: 1537465; precision of pattern: 0.6522; tp, abs. recall of pattern: 193; pattern: ('PROX_near2', "SYNSET('VERY.R.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1676; curr precision: 0.7133; curr recall: 0.5874; curr f1: 0.6443; curr tp: 64111; curr fp: 25763; curr fn: 45040; curr tn: 1537415; precision of pattern: 0.6531; tp, abs. recall of pattern: 102; pattern: ('PROX_near1', "SYNSET('INDUCE.V.02')", '_OPOS_J'); pattern type: l1
